Player1,loser_name,loser_serve_rating,loser_return_rating,loser_aces,loser_double_faults,loser_first_serve_percent,loser_win%_on_first_serve,loser_win%_on_second_serve,loser_break_points_faced,loser_break_points_converted,loser_tiebreaks_won,loser_return_points_won,loser_total_points_won,loser_games_won,loser_service_points_won,loser_service_games_won,Player2,winner_name,winner_serve_rating,winner_return_rating,winner_aces,winner_double_faults,winner_first_serve_percent,winner_win%_on_first_serve,winner_win%_on_second_serve,winner_break_points_faced,winner_break_points_converted,winner_tiebreaks_won,winner_return_points_won,winner_total_points_won,winner_games_won,winner_service_points_won,winner_service_games_won
p1,Yasutaka Uchiyama,276.0,55.0,4.0,1.0,67.6923076923077,68.18181818181817,57.14285714285714,2.0,0.0,0.0,17.0,59.0,8.0,42.0,8.0,p2,Thiemo de Bakker,308.0,135.0,6.0,1.0,57.8125,78.37837837837837,66.66666666666666,5.0,2.0,0.0,23.0,70.0,13.0,47.0,11.0
p1,Illya Marchenko,206.0,141.0,6.0,7.0,53.271028037383175,63.1578947368421,38.0,19.0,4.0,0.0,50.0,105.0,12.0,55.0,8.0,p2,Arthur De Greef,242.0,203.0,8.0,3.0,57.52212389380531,66.15384615384615,41.66666666666667,12.0,7.0,0.0,52.0,115.0,17.0,63.0,10.0
p1,Viktor Galovic,234.0,105.0,4.0,2.0,63.829787234042556,73.33333333333333,29.411764705882355,3.0,1.0,0.0,19.0,46.0,7.0,27.0,6.0,p2,Joao Domingues,300.0,231.0,3.0,0.0,69.35483870967742,69.76744186046511,68.42105263157895,3.0,3.0,0.0,20.0,63.0,12.0,43.0,9.0
p1,Carlos Berlocq,265.0,103.0,2.0,1.0,66.66666666666666,63.63636363636363,54.54545454545454,15.0,2.0,0.0,43.0,103.0,13.0,60.0,11.0,p2,Daniel Elahi Galan,278.0,127.0,3.0,0.0,65.76576576576578,61.64383561643836,60.526315789473685,12.0,3.0,0.0,39.0,107.0,16.0,68.0,13.0
p1,Aleksandr Nedovyesov,304.0,100.0,2.0,1.0,75.0,66.66666666666666,76.19047619047619,5.0,1.0,0.0,32.0,90.0,13.0,58.0,12.0,p2,Santiago Giraldo,289.0,93.0,1.0,2.0,70.65217391304348,67.6923076923077,59.25925925925925,9.0,2.0,0.0,26.0,86.0,15.0,60.0,13.0
p1,Donald Young,190.0,52.0,0.0,0.0,82.35294117647058,25.0,66.66666666666666,0.0,0.0,0.0,9.0,20.0,1.0,11.0,1.0,p2,Marcos Giron,323.0,254.0,2.0,0.0,72.97297297297297,77.77777777777779,70.0,8.0,5.0,0.0,23.0,51.0,12.0,28.0,7.0
p1,Daniel Gimeno-Traver,214.0,103.0,1.0,4.0,66.66666666666666,52.94117647058824,47.05882352941176,3.0,1.0,0.0,15.0,41.0,5.0,26.0,4.0,p2,Emilio Gomez,278.0,200.0,2.0,2.0,49.01960784313725,68.0,73.07692307692307,8.0,4.0,0.0,25.0,61.0,12.0,36.0,8.0
p1,Constant Lestienne,226.0,90.0,0.0,1.0,63.934426229508205,61.53846153846154,40.909090909090914,7.0,1.0,0.0,21.0,54.0,7.0,33.0,6.0,p2,Yannick Hanfmann,301.0,204.0,4.0,1.0,73.84615384615385,68.75,64.70588235294117,6.0,4.0,0.0,28.0,72.0,13.0,44.0,9.0
p1,Matteo Donati,242.0,129.0,1.0,1.0,70.4225352112676,57.99999999999999,47.61904761904761,7.0,2.0,0.0,31.0,70.0,10.0,39.0,8.0,p2,Uladzimir Ignatik,267.0,177.0,6.0,2.0,64.19753086419753,71.15384615384616,44.827586206896555,8.0,4.0,0.0,32.0,82.0,14.0,50.0,10.0
p1,Mitchell Krueger,210.0,167.0,3.0,2.0,64.0625,56.09756097560976,39.130434782608695,1.0,1.0,0.0,13.0,45.0,6.0,32.0,5.0,p2,Dominik Koepfer,292.0,238.0,1.0,0.0,58.69565217391305,70.37037037037037,73.68421052631578,6.0,5.0,0.0,32.0,65.0,13.0,33.0,8.0
p1,Lorenzo Giustino,204.0,202.0,1.0,1.0,62.06896551724138,52.77777777777778,45.45454545454545,2.0,2.0,0.0,17.0,46.0,6.0,29.0,4.0,p2,Pedja Krstin,264.0,220.0,2.0,2.0,67.3469387755102,75.75757575757575,43.75,8.0,5.0,0.0,29.0,61.0,12.0,32.0,7.0
p1,Evgeny Karlovskiy,211.0,193.0,4.0,2.0,65.0,56.41025641025641,38.095238095238095,2.0,2.0,0.0,22.0,52.0,7.0,30.0,5.0,p2,Lucas Miedler,261.0,227.0,2.0,1.0,53.333333333333336,65.625,60.71428571428571,7.0,5.0,0.0,30.0,68.0,13.0,38.0,8.0
p1,Tommy Robredo,227.0,114.0,3.0,3.0,46.875,66.66666666666666,50.0,8.0,2.0,0.0,22.0,59.0,9.0,37.0,7.0,p2,Rudolf Molleker,274.0,199.0,5.0,4.0,62.121212121212125,70.73170731707317,60.0,5.0,4.0,1.0,27.0,71.0,13.0,44.0,8.0
p1,Andrej Martin,226.0,143.0,2.0,5.0,46.808510638297875,65.9090909090909,50.0,11.0,4.0,0.0,44.0,98.0,14.0,54.0,10.0,p2,Mats Moraing,249.0,167.0,6.0,3.0,52.72727272727272,75.86206896551724,42.30769230769231,10.0,5.0,0.0,40.0,106.0,17.0,66.0,12.0
p1,Alessandro Giannessi,222.0,183.0,0.0,1.0,69.44444444444444,56.00000000000001,42.42424242424242,9.0,5.0,0.0,44.0,100.0,14.0,56.0,9.0,p2,Alexandre Muller,241.0,199.0,4.0,3.0,68.31683168316832,62.31884057971014,43.75,13.0,7.0,1.0,52.0,109.0,18.0,57.0,10.0
p1,Federico Gaio,285.0,67.0,5.0,4.0,56.71641791044776,68.42105263157895,68.96551724137932,4.0,0.0,0.0,24.0,70.0,10.0,46.0,10.0,p2,Stefano Napolitano,296.0,122.0,5.0,1.0,59.210526315789465,77.77777777777779,54.83870967741935,2.0,1.0,1.0,21.0,73.0,13.0,52.0,11.0
p1,Marc Polmans,263.0,140.0,8.0,4.0,64.38356164383562,70.2127659574468,50.0,4.0,2.0,0.0,28.0,74.0,11.0,46.0,9.0,p2,Gianluigi Quinzi,272.0,148.0,4.0,0.0,58.666666666666664,61.36363636363637,64.51612903225806,7.0,3.0,0.0,27.0,74.0,13.0,47.0,10.0
p1,Tallon Griekspoor,283.0,124.0,3.0,1.0,62.5,70.9090909090909,60.60606060606061,12.0,3.0,0.0,43.0,102.0,16.0,59.0,13.0,p2,Roberto Quiroz,258.0,181.0,6.0,4.0,55.35714285714286,72.58064516129032,48.0,2.0,2.0,1.0,29.0,98.0,15.0,69.0,12.0
p1,Zhe Li,206.0,59.0,0.0,2.0,68.08510638297872,62.5,26.666666666666668,2.0,0.0,0.0,13.0,37.0,4.0,24.0,4.0,p2,Nino Serdarusic,309.0,218.0,5.0,0.0,62.5,80.0,61.111111111111114,7.0,4.0,0.0,23.0,58.0,12.0,35.0,8.0
p1,Tatsuma Ito,242.0,174.0,1.0,5.0,65.38461538461539,58.82352941176471,51.85185185185185,1.0,1.0,0.0,19.0,63.0,8.0,44.0,7.0,p2,Johan Tatlot,285.0,169.0,3.0,3.0,58.730158730158735,78.37837837837837,57.692307692307686,6.0,3.0,1.0,34.0,78.0,13.0,44.0,9.0
p1,Noah Rubin,213.0,65.0,0.0,0.0,59.61538461538461,54.83870967741935,47.61904761904761,2.0,0.0,0.0,17.0,44.0,4.0,27.0,4.0,p2,Mikael Torpegaard,300.0,197.0,4.0,0.0,61.111111111111114,72.72727272727273,61.904761904761905,8.0,4.0,0.0,25.0,62.0,12.0,37.0,8.0
p1,Kevin Krawietz,227.0,112.0,2.0,2.0,56.666666666666664,61.76470588235294,42.30769230769231,8.0,1.0,0.0,23.0,55.0,7.0,32.0,6.0,p2,Viktor Troicki,271.0,162.0,3.0,3.0,70.1492537313433,80.85106382978722,30.0,9.0,3.0,0.0,28.0,72.0,12.0,44.0,9.0
p1,Gerald Melzer,238.0,137.0,0.0,3.0,72.61904761904762,55.73770491803278,47.82608695652174,9.0,3.0,0.0,33.0,78.0,12.0,45.0,9.0,p2,Alexey Vatutin,260.0,181.0,0.0,1.0,65.88235294117646,64.28571428571429,55.172413793103445,10.0,5.0,0.0,39.0,91.0,15.0,52.0,10.0
p1,Filip Horansky,250.0,102.0,4.0,2.0,56.896551724137936,72.72727272727273,48.0,4.0,1.0,0.0,22.0,58.0,8.0,36.0,7.0,p2,Ze Zhang,293.0,169.0,5.0,2.0,66.66666666666666,71.73913043478261,60.86956521739131,5.0,3.0,1.0,22.0,69.0,13.0,47.0,9.0
p1,Felix Auger-Aliassime,308.0,48.0,16.0,1.0,68.42105263157895,84.61538461538461,50.0,0.0,0.0,0.0,14.0,70.0,10.0,56.0,10.0,p2,Matteo Berrettini,318.0,91.0,6.0,2.0,61.97183098591549,93.18181818181817,59.25925925925925,6.0,1.0,1.0,20.0,77.0,13.0,57.0,11.0
p1,Jan-Lennard Struff,280.0,46.0,7.0,2.0,58.06451612903226,77.77777777777779,57.692307692307686,2.0,0.0,0.0,11.0,54.0,9.0,43.0,9.0,p2,Matteo Berrettini,323.0,132.0,8.0,4.0,64.91228070175438,89.1891891891892,65.0,4.0,2.0,0.0,19.0,65.0,13.0,46.0,11.0
p1,Marton Fucsovics,250.0,52.0,7.0,7.0,51.66666666666667,77.41935483870968,41.37931034482759,1.0,0.0,0.0,11.0,47.0,8.0,36.0,8.0,p2,Milos Raonic,324.0,202.0,12.0,4.0,67.9245283018868,88.88888888888889,58.82352941176471,2.0,2.0,0.0,24.0,66.0,12.0,42.0,10.0
p1,Dustin Brown,296.0,83.0,9.0,6.0,65.32258064516128,69.1358024691358,65.11627906976744,5.0,1.0,1.0,29.0,113.0,19.0,84.0,17.0,p2,Felix Auger-Aliassime,329.0,85.0,30.0,3.0,66.37931034482759,83.11688311688312,58.97435897435898,7.0,1.0,2.0,40.0,127.0,20.0,87.0,17.0
p1,Denis Kudla,238.0,49.0,3.0,1.0,58.730158730158735,64.86486486486487,46.15384615384615,0.0,0.0,0.0,10.0,46.0,6.0,36.0,6.0,p2,Matteo Berrettini,322.0,165.0,10.0,1.0,61.702127659574465,89.65517241379311,61.111111111111114,7.0,3.0,0.0,27.0,64.0,12.0,37.0,9.0
p1,Lucas Pouille,258.0,43.0,7.0,5.0,52.17391304347826,72.22222222222221,51.515151515151516,0.0,0.0,0.0,11.0,54.0,8.0,43.0,8.0,p2,Jan-Lennard Struff,315.0,114.0,12.0,3.0,49.01960784313725,88.0,69.23076923076923,11.0,2.0,0.0,26.0,66.0,12.0,40.0,10.0
p1,Alexander Zverev,266.0,82.0,21.0,14.0,69.23076923076923,81.94444444444444,28.125,14.0,1.0,1.0,38.0,106.0,14.0,68.0,12.0,p2,Dustin Brown,289.0,140.0,11.0,7.0,60.526315789473685,71.01449275362319,60.0,10.0,3.0,0.0,36.0,112.0,18.0,76.0,15.0
p1,Karen Khachanov,243.0,51.0,4.0,2.0,68.85245901639344,64.28571428571429,42.10526315789473,0.0,0.0,0.0,10.0,45.0,6.0,35.0,6.0,p2,Matteo Berrettini,315.0,187.0,5.0,3.0,63.829787234042556,90.0,58.82352941176471,5.0,3.0,0.0,26.0,63.0,12.0,37.0,9.0
p1,Daniil Medvedev,267.0,124.0,19.0,9.0,60.909090909090914,71.64179104477611,44.18604651162791,6.0,2.0,0.0,35.0,102.0,14.0,67.0,12.0,p2,Lucas Pouille,267.0,129.0,3.0,6.0,61.61616161616161,75.40983606557377,47.368421052631575,12.0,3.0,1.0,43.0,107.0,17.0,64.0,13.0
p1,Nikoloz Basilashvili,230.0,113.0,3.0,13.0,54.23728813559322,64.0625,53.70370370370371,7.0,2.0,1.0,36.0,106.0,14.0,70.0,11.0,p2,Marton Fucsovics,276.0,142.0,12.0,4.0,52.94117647058824,77.77777777777779,50.0,17.0,5.0,0.0,48.0,114.0,19.0,66.0,14.0
p1,Gael Monfils,261.0,149.0,11.0,6.0,71.05263157894737,65.4320987654321,48.484848484848484,7.0,4.0,1.0,35.0,104.0,18.0,69.0,13.0,p2,Denis Kudla,267.0,197.0,4.0,4.0,60.18518518518518,76.92307692307693,53.48837209302325,6.0,5.0,1.0,45.0,118.0,20.0,73.0,14.0
p1,Jo-Wilfried Tsonga,314.0,60.0,15.0,3.0,63.725490196078425,84.61538461538461,59.45945945945946,4.0,0.0,1.0,31.0,108.0,17.0,77.0,16.0,p2,Milos Raonic,314.0,94.0,24.0,8.0,58.03571428571429,83.07692307692308,57.446808510638306,3.0,1.0,1.0,25.0,106.0,19.0,81.0,17.0
p1,Gilles Simon,231.0,144.0,3.0,4.0,53.73134328358209,66.66666666666666,48.38709677419355,4.0,2.0,0.0,19.0,58.0,9.0,39.0,7.0,p2,Felix Auger-Aliassime,281.0,178.0,15.0,5.0,66.10169491525424,79.48717948717949,45.0,7.0,4.0,0.0,28.0,68.0,13.0,40.0,9.0
p1,Miomir Kecmanovic,214.0,79.0,1.0,3.0,56.86274509803921,58.620689655172406,50.0,2.0,0.0,0.0,18.0,46.0,4.0,28.0,4.0,p2,Jan-Lennard Struff,298.0,191.0,15.0,4.0,66.07142857142857,83.78378378378379,36.84210526315789,8.0,4.0,0.0,23.0,61.0,12.0,38.0,8.0
p1,Steve Johnson,254.0,144.0,3.0,3.0,62.40601503759399,68.67469879518072,46.0,9.0,4.0,0.0,44.0,124.0,18.0,80.0,14.0,p2,Gael Monfils,277.0,140.0,15.0,6.0,68.96551724137932,63.74999999999999,58.333333333333336,12.0,4.0,1.0,53.0,125.0,19.0,72.0,14.0
p1,Alexei Popyrin,298.0,98.0,12.0,4.0,65.42056074766354,82.85714285714286,54.054054054054056,2.0,1.0,1.0,22.0,100.0,17.0,78.0,15.0,p2,Milos Raonic,326.0,103.0,31.0,5.0,49.01960784313725,94.0,63.46153846153846,7.0,2.0,1.0,29.0,109.0,19.0,80.0,16.0
p1,Ernests Gulbis,269.0,47.0,6.0,4.0,58.620689655172406,73.52941176470588,54.166666666666664,1.0,0.0,0.0,13.0,51.0,8.0,38.0,8.0,p2,Felix Auger-Aliassime,313.0,132.0,4.0,3.0,59.32203389830508,85.71428571428571,66.66666666666666,5.0,2.0,0.0,20.0,66.0,13.0,46.0,11.0
p1,Denis Shapovalov,267.0,64.0,6.0,4.0,56.060606060606055,72.97297297297297,55.172413793103445,5.0,0.0,0.0,23.0,66.0,9.0,43.0,9.0,p2,Jan-Lennard Struff,306.0,119.0,14.0,2.0,57.89473684210527,79.54545454545455,56.25,7.0,2.0,0.0,23.0,76.0,13.0,53.0,11.0
p1,Nick Kyrgios,266.0,37.0,8.0,2.0,69.38775510204081,73.52941176470588,40.0,0.0,0.0,0.0,9.0,40.0,7.0,31.0,7.0,p2,Matteo Berrettini,331.0,175.0,10.0,2.0,60.0,83.33333333333334,80.0,3.0,2.0,0.0,18.0,59.0,12.0,41.0,10.0
p1,John Millman,271.0,88.0,4.0,3.0,58.9041095890411,69.76744186046511,60.0,5.0,1.0,0.0,20.0,68.0,10.0,48.0,9.0,p2,Dustin Brown,302.0,128.0,16.0,4.0,59.45945945945946,84.0909090909091,56.666666666666664,5.0,2.0,1.0,25.0,79.0,13.0,54.0,10.0
p1,Jaume Munar,253.0,123.0,4.0,3.0,63.51351351351351,72.3404255319149,44.44444444444444,6.0,2.0,0.0,24.0,70.0,10.0,46.0,8.0,p2,Marton Fucsovics,268.0,149.0,5.0,5.0,58.9041095890411,81.3953488372093,46.666666666666664,8.0,3.0,1.0,28.0,77.0,13.0,49.0,9.0
p1,Philipp Kohlschreiber,268.0,109.0,7.0,4.0,63.2183908045977,78.18181818181819,43.75,7.0,2.0,0.0,27.0,84.0,14.0,57.0,12.0,p2,Miomir Kecmanovic,291.0,136.0,7.0,4.0,68.81720430107528,79.6875,51.724137931034484,8.0,3.0,0.0,30.0,96.0,17.0,66.0,14.0
p1,Viktor Galovic,212.0,165.0,3.0,1.0,74.54545454545455,56.09756097560976,28.57142857142857,1.0,1.0,0.0,11.0,38.0,5.0,27.0,4.0,p2,Denis Kudla,301.0,232.0,7.0,0.0,60.0,85.18518518518519,61.111111111111114,6.0,4.0,0.0,28.0,62.0,12.0,34.0,8.0
p1,Feliciano Lopez,309.0,105.0,18.0,3.0,62.10526315789474,81.35593220338984,58.333333333333336,3.0,1.0,0.0,30.0,99.0,15.0,69.0,14.0,p2,Lucas Pouille,299.0,84.0,13.0,2.0,60.824742268041234,76.27118644067797,57.89473684210527,6.0,1.0,1.0,26.0,93.0,16.0,67.0,14.0
p1,Peter Gojowczyk,244.0,108.0,3.0,2.0,59.77011494252874,65.38461538461539,48.57142857142857,11.0,2.0,0.0,35.0,86.0,11.0,51.0,9.0,p2,Gilles Simon,271.0,149.0,10.0,2.0,54.25531914893617,72.54901960784314,51.162790697674424,12.0,4.0,0.0,36.0,95.0,16.0,59.0,12.0
p1,Mischa Zverev,189.0,62.0,2.0,5.0,56.09756097560976,60.86956521739131,33.33333333333333,0.0,0.0,0.0,10.0,30.0,3.0,20.0,3.0,p2,Jo-Wilfried Tsonga,322.0,207.0,13.0,2.0,73.33333333333333,87.87878787878788,50.0,9.0,4.0,0.0,21.0,56.0,12.0,35.0,8.0
p1,Alexander Bublik,262.0,45.0,15.0,8.0,56.25,84.44444444444444,34.285714285714285,1.0,0.0,0.0,14.0,64.0,9.0,50.0,9.0,p2,Feliciano Lopez,308.0,133.0,10.0,5.0,48.333333333333336,89.65517241379311,64.51612903225806,6.0,2.0,0.0,30.0,76.0,13.0,46.0,11.0
p1,Matteo Viola,224.0,173.0,1.0,5.0,66.17647058823529,64.44444444444444,34.78260869565217,1.0,1.0,0.0,17.0,54.0,8.0,37.0,7.0,p2,Alexei Popyrin,304.0,194.0,10.0,0.0,66.66666666666666,73.68421052631578,63.1578947368421,7.0,4.0,0.0,31.0,71.0,13.0,40.0,9.0
p1,Sergiy Stakhovsky,275.0,121.0,9.0,7.0,53.246753246753244,85.36585365853658,50.0,7.0,2.0,0.0,34.0,87.0,14.0,53.0,12.0,p2,Viktor Galovic,286.0,129.0,13.0,3.0,69.47368421052632,69.6969696969697,51.724137931034484,4.0,2.0,0.0,24.0,85.0,14.0,61.0,12.0
p1,Gregoire Barrere,267.0,60.0,5.0,2.0,54.09836065573771,75.75757575757575,53.57142857142857,3.0,0.0,0.0,19.0,59.0,8.0,40.0,8.0,p2,Dustin Brown,314.0,140.0,11.0,4.0,67.16417910447761,75.55555555555556,63.63636363636363,4.0,2.0,1.0,21.0,69.0,13.0,48.0,10.0
p1,Prajnesh Gunneswaran,299.0,63.0,4.0,2.0,63.63636363636363,80.35714285714286,53.125,6.0,0.0,1.0,33.0,95.0,14.0,62.0,13.0,p2,Matteo Viola,303.0,67.0,1.0,4.0,68.51851851851852,71.62162162162163,64.70588235294117,0.0,0.0,1.0,26.0,101.0,15.0,75.0,14.0
p1,Hiroki Moriya,183.0,65.0,1.0,3.0,48.97959183673469,54.166666666666664,40.0,2.0,0.0,0.0,15.0,38.0,3.0,23.0,3.0,p2,Alexander Bublik,308.0,230.0,17.0,3.0,58.82352941176471,86.66666666666667,47.61904761904761,6.0,4.0,0.0,26.0,62.0,12.0,36.0,8.0
p1,Denis Istomin,293.0,31.0,8.0,0.0,72.6027397260274,66.0377358490566,65.0,0.0,0.0,0.0,6.0,54.0,9.0,48.0,9.0,p2,Dustin Brown,342.0,137.0,11.0,2.0,64.0,96.875,72.22222222222221,4.0,2.0,0.0,25.0,69.0,13.0,44.0,11.0
p1,Brayden Schnur,234.0,145.0,9.0,5.0,60.49382716049383,65.3061224489796,40.625,13.0,4.0,0.0,48.0,93.0,13.0,45.0,9.0,p2,Viktor Galovic,250.0,185.0,7.0,3.0,61.06194690265486,63.76811594202898,47.72727272727273,9.0,5.0,0.0,36.0,101.0,16.0,65.0,11.0
p1,Tim Puetz,265.0,93.0,16.0,7.0,58.620689655172406,78.43137254901961,36.11111111111111,7.0,1.0,0.0,30.0,83.0,11.0,53.0,10.0,p2,Feliciano Lopez,278.0,124.0,9.0,5.0,53.93258426966292,83.33333333333334,46.34146341463415,9.0,2.0,1.0,34.0,93.0,14.0,59.0,11.0
p1,Maverick Banes,273.0,108.0,7.0,4.0,58.333333333333336,68.25396825396825,57.77777777777777,6.0,2.0,0.0,29.0,98.0,15.0,69.0,13.0,p2,Alexei Popyrin,306.0,105.0,19.0,0.0,63.366336633663366,78.125,59.45945945945946,11.0,2.0,1.0,39.0,111.0,17.0,72.0,14.0
p1,Adrian Menendez-Maceiras,249.0,61.0,2.0,4.0,59.67741935483871,70.27027027027027,44.0,2.0,0.0,0.0,15.0,52.0,7.0,37.0,7.0,p2,Sergiy Stakhovsky,308.0,148.0,12.0,5.0,62.06896551724138,88.88888888888889,50.0,5.0,2.0,0.0,25.0,68.0,12.0,43.0,10.0
p1,Sasikumar Mukund,258.0,63.0,3.0,2.0,52.83018867924528,75.0,52.0,4.0,0.0,0.0,20.0,54.0,7.0,34.0,7.0,p2,Gregoire Barrere,308.0,195.0,7.0,3.0,66.66666666666666,72.72727272727273,63.63636363636363,2.0,2.0,0.0,19.0,65.0,12.0,46.0,10.0
p1,Jordan Thompson,263.0,96.0,5.0,0.0,70.0,65.3061224489796,42.857142857142854,7.0,1.0,0.0,31.0,72.0,9.0,41.0,8.0,p2,Adrian Mannarino,280.0,162.0,4.0,2.0,60.67415730337079,70.37037037037037,57.14285714285714,4.0,2.0,1.0,29.0,87.0,13.0,58.0,10.0
p1,Borna Coric,266.0,161.0,9.0,1.0,58.94736842105262,67.85714285714286,51.28205128205128,5.0,3.0,0.0,37.0,95.0,15.0,58.0,12.0,p2,Adrian Mannarino,261.0,144.0,3.0,4.0,63.63636363636363,74.60317460317461,41.66666666666667,7.0,3.0,1.0,37.0,99.0,17.0,62.0,13.0
p1,Richard Gasquet,244.0,105.0,3.0,0.0,52.77777777777778,68.42105263157895,50.0,5.0,1.0,0.0,26.0,69.0,8.0,43.0,7.0,p2,Jordan Thompson,284.0,135.0,11.0,2.0,60.810810810810814,75.55555555555556,48.275862068965516,13.0,3.0,0.0,29.0,77.0,13.0,48.0,10.0
p1,Cristian Garin,266.0,123.0,7.0,5.0,57.009345794392516,77.04918032786885,54.347826086956516,6.0,2.0,1.0,34.0,106.0,16.0,72.0,13.0,p2,Borna Coric,295.0,142.0,16.0,1.0,70.75471698113208,77.33333333333333,45.16129032258064,8.0,4.0,1.0,35.0,107.0,19.0,72.0,14.0
p1,Alex de Minaur,232.0,137.0,0.0,6.0,66.66666666666666,70.0,40.0,8.0,3.0,0.0,34.0,79.0,11.0,45.0,8.0,p2,Jordan Thompson,267.0,211.0,5.0,1.0,62.76595744680851,71.1864406779661,51.42857142857142,6.0,5.0,0.0,30.0,90.0,16.0,60.0,11.0
p1,David Goffin,211.0,155.0,4.0,10.0,44.44444444444444,65.0,48.0,13.0,5.0,0.0,48.0,98.0,14.0,50.0,9.0,p2,Adrian Mannarino,247.0,177.0,4.0,6.0,66.66666666666666,60.526315789473685,52.63157894736842,12.0,6.0,0.0,40.0,106.0,17.0,66.0,11.0
p1,Nicolas Jarry,294.0,72.0,14.0,2.0,56.75675675675676,69.04761904761905,65.625,4.0,0.0,0.0,27.0,77.0,10.0,50.0,10.0,p2,Richard Gasquet,305.0,99.0,6.0,1.0,72.09302325581395,74.19354838709677,54.166666666666664,4.0,1.0,1.0,24.0,83.0,13.0,59.0,11.0
p1,Stefanos Tsitsipas,274.0,81.0,6.0,5.0,59.09090909090909,75.0,52.77777777777778,6.0,1.0,0.0,22.0,80.0,14.0,58.0,13.0,p2,Nicolas Jarry,304.0,135.0,13.0,2.0,58.22784810126582,76.08695652173914,66.66666666666666,4.0,2.0,0.0,30.0,87.0,15.0,57.0,13.0
