Player1,winner_name,winner_serve_rating,winner_return_rating,winner_aces,winner_double_faults,winner_first_serve_percent,winner_win%_on_first_serve,winner_win%_on_second_serve,winner_break_points_faced,winner_break_points_converted,winner_tiebreaks_won,winner_return_points_won,winner_total_points_won,winner_games_won,winner_service_points_won,winner_service_games_won,Player2,loser_name,loser_serve_rating,loser_return_rating,loser_aces,loser_double_faults,loser_first_serve_percent,loser_win%_on_first_serve,loser_win%_on_second_serve,loser_break_points_faced,loser_break_points_converted,loser_tiebreaks_won,loser_return_points_won,loser_total_points_won,loser_games_won,loser_service_points_won,loser_service_games_won
p1,Pierre-Hugues Herbert,319.0,83.0,9.0,2.0,66.36363636363637,78.08219178082192,67.56756756756756,6.0,1.0,1.0,30.0,112.0,19.0,82.0,17.0,p2,Maximilian Marterer,312.0,54.0,14.0,3.0,67.5925925925926,76.71232876712328,62.857142857142854,2.0,0.0,1.0,28.0,106.0,16.0,78.0,15.0
p1,Dusan Lajovic,255.0,146.0,8.0,2.0,73.0,65.75342465753424,44.44444444444444,7.0,3.0,1.0,37.0,97.0,14.0,60.0,10.0,p2,Ricardas Berankis,261.0,165.0,4.0,2.0,62.244897959183675,73.77049180327869,43.24324324324324,12.0,5.0,0.0,40.0,101.0,17.0,61.0,12.0
p1,Stan Wawrinka,311.0,97.0,5.0,1.0,49.18032786885246,93.33333333333333,64.51612903225806,6.0,1.0,1.0,21.0,69.0,13.0,48.0,11.0,p2,Nicolas Jarry,292.0,42.0,9.0,3.0,67.14285714285714,80.85106382978722,47.82608695652174,0.0,0.0,0.0,13.0,62.0,10.0,49.0,10.0
p1,Novak Djokovic,313.0,219.0,3.0,2.0,61.904761904761905,80.76923076923077,68.75,8.0,4.0,0.0,26.0,58.0,12.0,32.0,8.0,p2,Damir Dzumhur,182.0,50.0,0.0,2.0,54.166666666666664,65.38461538461539,22.727272727272727,0.0,0.0,0.0,10.0,32.0,3.0,22.0,3.0
p1,Pierre-Hugues Herbert,310.0,162.0,6.0,0.0,65.07936507936508,80.48780487804879,59.09090909090909,3.0,2.0,0.0,21.0,67.0,13.0,46.0,11.0,p2,Dominic Thiem,267.0,61.0,4.0,2.0,59.64912280701754,67.64705882352942,56.52173913043478,1.0,0.0,0.0,17.0,53.0,8.0,36.0,8.0
p1,Stan Wawrinka,295.0,102.0,7.0,1.0,56.97674418604651,73.46938775510205,59.45945945945946,3.0,1.0,1.0,18.0,76.0,13.0,58.0,11.0,p2,Karen Khachanov,305.0,68.0,6.0,0.0,68.65671641791045,78.26086956521739,61.904761904761905,4.0,0.0,0.0,28.0,77.0,10.0,49.0,10.0
p1,Marco Cecchinato,303.0,158.0,5.0,3.0,75.0,83.33333333333334,42.857142857142854,11.0,3.0,0.0,36.0,77.0,12.0,41.0,9.0,p2,Sergiy Stakhovsky,244.0,74.0,6.0,3.0,73.41772151898735,58.620689655172406,42.857142857142854,1.0,0.0,0.0,15.0,58.0,6.0,43.0,6.0
p1,Nikoloz Basilashvili,267.0,171.0,9.0,3.0,50.0,81.81818181818183,48.484848484848484,12.0,4.0,0.0,37.0,80.0,13.0,43.0,9.0,p2,Albert Ramos-Vinolas,226.0,138.0,5.0,2.0,61.038961038961034,55.319148936170215,46.666666666666664,4.0,2.0,0.0,23.0,63.0,8.0,40.0,6.0
p1,Ricardas Berankis,274.0,120.0,6.0,3.0,63.46153846153846,66.66666666666666,55.26315789473685,7.0,2.0,1.0,41.0,106.0,16.0,65.0,13.0,p2,David Goffin,281.0,131.0,11.0,2.0,64.22018348623854,67.14285714285714,53.84615384615385,5.0,2.0,0.0,39.0,107.0,16.0,68.0,14.0
p1,Roberto Bautista Agut,318.0,235.0,3.0,2.0,66.66666666666666,79.41176470588235,70.58823529411765,3.0,3.0,0.0,21.0,60.0,12.0,39.0,9.0,p2,Matteo Berrettini,229.0,50.0,4.0,1.0,62.22222222222222,60.71428571428571,41.17647058823529,2.0,0.0,0.0,12.0,36.0,5.0,24.0,5.0
p1,Fernando Verdasco,272.0,180.0,9.0,0.0,66.66666666666666,83.33333333333334,33.33333333333333,11.0,4.0,0.0,34.0,70.0,12.0,36.0,8.0,p2,Paolo Lorenzi,215.0,204.0,2.0,1.0,57.971014492753625,52.5,48.275862068965516,2.0,2.0,0.0,18.0,53.0,7.0,35.0,5.0
p1,Tomas Berdych,288.0,144.0,6.0,1.0,58.9041095890411,76.74418604651163,56.666666666666664,4.0,2.0,1.0,26.0,76.0,13.0,50.0,10.0,p2,Philipp Kohlschreiber,262.0,125.0,3.0,4.0,57.534246575342465,78.57142857142857,45.16129032258064,2.0,1.0,0.0,23.0,70.0,10.0,47.0,9.0
p1,Marton Fucsovics,301.0,183.0,1.0,2.0,59.25925925925925,75.0,68.18181818181817,10.0,4.0,0.0,25.0,64.0,12.0,39.0,8.0,p2,Marius Copil,217.0,57.0,0.0,3.0,64.15094339622641,58.82352941176471,42.10526315789473,8.0,0.0,0.0,15.0,43.0,5.0,28.0,5.0
p1,Guillermo Garcia-Lopez,342.0,192.0,1.0,0.0,67.5,81.48148148148148,92.3076923076923,10.0,4.0,0.0,29.0,63.0,12.0,34.0,8.0,p2,Mubarak Shannan Zayid,205.0,27.0,6.0,2.0,52.63157894736842,56.666666666666664,40.74074074074074,3.0,0.0,0.0,6.0,34.0,4.0,28.0,4.0
p1,Nicolas Jarry,302.0,129.0,12.0,1.0,70.16129032258065,67.81609195402298,64.86486486486487,7.0,3.0,1.0,34.0,117.0,19.0,83.0,15.0,p2,Robin Haase,289.0,100.0,12.0,5.0,69.1588785046729,72.97297297297297,57.57575757575758,9.0,2.0,1.0,41.0,114.0,17.0,73.0,14.0
p1,Dusan Lajovic,274.0,174.0,3.0,1.0,75.32467532467533,68.96551724137932,47.368421052631575,5.0,3.0,1.0,24.0,73.0,13.0,49.0,9.0,p2,Adrian Mannarino,249.0,127.0,3.0,2.0,62.295081967213115,68.42105263157895,47.82608695652174,8.0,2.0,0.0,28.0,65.0,9.0,37.0,7.0
p1,Maximilian Marterer,324.0,167.0,8.0,0.0,70.83333333333334,88.23529411764706,57.14285714285714,7.0,3.0,0.0,21.0,59.0,12.0,38.0,9.0,p2,Peter Gojowczyk,231.0,55.0,6.0,4.0,54.0,70.37037037037037,43.47826086956522,2.0,0.0,0.0,10.0,39.0,5.0,29.0,5.0
p1,Guido Pella,294.0,162.0,5.0,1.0,72.72727272727273,75.0,61.111111111111114,9.0,3.0,1.0,38.0,85.0,13.0,47.0,9.0,p2,Cem Ilkel,238.0,182.0,3.0,1.0,64.63414634146342,60.37735849056604,41.37931034482759,2.0,2.0,0.0,19.0,63.0,9.0,44.0,7.0
p1,Andrey Rublev,273.0,203.0,10.0,3.0,50.847457627118644,73.33333333333333,62.06896551724138,12.0,5.0,0.0,31.0,71.0,13.0,40.0,8.0,p2,Andreas Seppi,198.0,125.0,5.0,2.0,57.377049180327866,62.857142857142854,30.76923076923077,5.0,2.0,0.0,19.0,49.0,6.0,30.0,4.0
p1,Maximilian Marterer,298.0,185.0,5.0,3.0,72.81553398058253,76.0,53.57142857142857,2.0,2.0,0.0,37.0,109.0,17.0,72.0,15.0,p2,Marco Trungelliti,274.0,89.0,8.0,3.0,54.90196078431373,67.85714285714286,58.69565217391305,8.0,1.0,0.0,31.0,96.0,15.0,65.0,14.0
p1,Sergiy Stakhovsky,288.0,140.0,8.0,5.0,62.5,88.88888888888889,40.74074074074074,7.0,3.0,0.0,28.0,79.0,15.0,51.0,12.0,p2,Mirza Basic,271.0,127.0,7.0,3.0,64.55696202531645,68.62745098039215,57.14285714285714,2.0,1.0,0.0,21.0,72.0,11.0,51.0,10.0
p1,Guillermo Garcia-Lopez,276.0,153.0,2.0,0.0,58.69565217391305,66.66666666666666,63.1578947368421,9.0,4.0,0.0,30.0,90.0,16.0,60.0,12.0,p2,Marcos Baghdatis,255.0,124.0,5.0,3.0,62.5,72.0,46.666666666666664,5.0,2.0,0.0,32.0,82.0,12.0,50.0,10.0
p1,Ricardas Berankis,289.0,144.0,5.0,1.0,59.49367088607595,76.59574468085107,59.375,7.0,2.0,1.0,34.0,89.0,13.0,55.0,10.0,p2,Paolo Lorenzi,256.0,93.0,2.0,0.0,70.23809523809523,71.1864406779661,32.0,5.0,1.0,0.0,24.0,74.0,10.0,50.0,9.0
p1,Maximilian Marterer,310.0,152.0,12.0,0.0,73.13432835820896,79.59183673469387,61.111111111111114,10.0,4.0,0.0,35.0,85.0,15.0,50.0,11.0,p2,Andrea Arnaboldi,239.0,141.0,1.0,2.0,53.48837209302325,63.04347826086957,55.00000000000001,3.0,2.0,0.0,17.0,68.0,11.0,51.0,9.0
p1,Mirza Basic,281.0,174.0,1.0,1.0,56.86274509803921,72.41379310344827,63.63636363636363,12.0,4.0,0.0,30.0,65.0,12.0,35.0,8.0,p2,Matthias Bachinger,218.0,175.0,5.0,3.0,57.8125,59.45945945945946,44.44444444444444,1.0,1.0,0.0,16.0,50.0,6.0,34.0,5.0
p1,Guillermo Garcia-Lopez,277.0,146.0,5.0,3.0,56.25,83.33333333333334,46.42857142857143,11.0,3.0,1.0,36.0,79.0,13.0,43.0,9.0,p2,James Ward,241.0,106.0,3.0,1.0,57.647058823529406,69.38775510204081,41.66666666666667,4.0,1.0,0.0,21.0,70.0,8.0,49.0,7.0
p1,Paolo Lorenzi,291.0,252.0,6.0,3.0,43.90243902439025,83.33333333333334,60.86956521739131,10.0,5.0,0.0,30.0,59.0,12.0,29.0,7.0,p2,Jabor Al-Mutawa,160.0,56.0,1.0,5.0,67.3076923076923,45.714285714285715,35.294117647058826,0.0,0.0,0.0,12.0,34.0,1.0,22.0,1.0
p1,Ricardas Berankis,269.0,202.0,3.0,1.0,58.620689655172406,55.88235294117647,75.0,10.0,5.0,0.0,44.0,81.0,12.0,37.0,7.0,p2,Dennis Novak,205.0,131.0,2.0,5.0,60.22727272727273,54.71698113207547,42.857142857142854,5.0,2.0,0.0,21.0,65.0,7.0,44.0,5.0
p1,Marco Trungelliti,333.0,297.0,3.0,1.0,78.94736842105263,76.66666666666667,75.0,7.0,5.0,0.0,24.0,53.0,12.0,29.0,7.0,p2,Mousa Shanan Zayed,145.0,48.0,0.0,2.0,74.28571428571429,34.61538461538461,22.22222222222222,0.0,0.0,0.0,9.0,20.0,1.0,11.0,1.0
p1,Marcos Baghdatis,294.0,169.0,9.0,3.0,49.275362318840585,85.29411764705883,54.285714285714285,6.0,3.0,1.0,26.0,74.0,13.0,48.0,9.0,p2,Lukas Rosol,242.0,61.0,3.0,3.0,61.904761904761905,64.1025641025641,50.0,3.0,0.0,0.0,21.0,58.0,6.0,37.0,6.0
p1,Sergiy Stakhovsky,287.0,114.0,3.0,2.0,68.75,78.18181818181819,48.0,6.0,2.0,1.0,22.0,77.0,14.0,55.0,11.0,p2,Gian Marco Moroni,273.0,115.0,2.0,5.0,57.74647887323944,78.04878048780488,56.666666666666664,3.0,1.0,0.0,25.0,74.0,11.0,49.0,10.0
p1,Kei Nishikori,255.0,162.0,3.0,3.0,57.14285714285714,70.45454545454545,51.515151515151516,15.0,5.0,0.0,46.0,94.0,15.0,48.0,10.0,p2,Daniil Medvedev,226.0,151.0,8.0,6.0,54.0,62.96296296296296,43.47826086956522,6.0,3.0,0.0,29.0,83.0,12.0,54.0,9.0
p1,Kei Nishikori,313.0,242.0,2.0,2.0,70.2127659574468,78.78787878787878,64.28571428571429,5.0,4.0,0.0,25.0,60.0,12.0,35.0,8.0,p2,Jeremy Chardy,204.0,57.0,10.0,3.0,58.69565217391305,55.55555555555556,31.57894736842105,2.0,0.0,0.0,12.0,33.0,4.0,21.0,4.0
p1,Daniil Medvedev,321.0,156.0,10.0,1.0,63.46153846153846,84.84848484848484,73.68421052631578,13.0,3.0,1.0,34.0,76.0,13.0,42.0,9.0,p2,Jo-Wilfried Tsonga,250.0,151.0,17.0,2.0,67.53246753246754,69.23076923076923,28.000000000000004,1.0,1.0,0.0,10.0,53.0,8.0,43.0,7.0
p1,Kei Nishikori,328.0,140.0,5.0,2.0,79.66101694915254,78.72340425531915,75.0,9.0,3.0,0.0,30.0,76.0,14.0,46.0,11.0,p2,Grigor Dimitrov,262.0,154.0,8.0,5.0,66.25,69.81132075471697,48.148148148148145,1.0,1.0,0.0,13.0,63.0,10.0,50.0,9.0
p1,Daniil Medvedev,313.0,131.0,12.0,3.0,64.76190476190476,70.58823529411765,67.56756756756756,4.0,2.0,0.0,29.0,102.0,18.0,73.0,16.0,p2,Milos Raonic,302.0,61.0,29.0,5.0,59.57446808510638,82.14285714285714,50.0,8.0,0.0,1.0,32.0,97.0,14.0,65.0,13.0
p1,Jo-Wilfried Tsonga,302.0,145.0,12.0,2.0,63.23529411764706,79.06976744186046,60.0,6.0,2.0,1.0,34.0,83.0,13.0,49.0,10.0,p2,Alex de Minaur,260.0,90.0,1.0,2.0,74.07407407407408,63.33333333333333,42.857142857142854,5.0,1.0,0.0,19.0,66.0,10.0,47.0,9.0
p1,Jeremy Chardy,265.0,129.0,10.0,8.0,61.702127659574465,75.86206896551724,50.0,9.0,3.0,1.0,32.0,94.0,16.0,62.0,12.0,p2,Yasutaka Uchiyama,270.0,149.0,12.0,6.0,60.0,74.07407407407408,50.0,8.0,4.0,0.0,32.0,90.0,16.0,58.0,12.0
p1,Kei Nishikori,309.0,168.0,7.0,2.0,57.14285714285714,84.375,62.5,7.0,3.0,0.0,26.0,68.0,13.0,42.0,10.0,p2,Denis Kudla,237.0,54.0,5.0,3.0,60.0,72.22222222222221,33.33333333333333,0.0,0.0,0.0,14.0,48.0,7.0,34.0,7.0
p1,Yasutaka Uchiyama,316.0,133.0,15.0,0.0,64.0,85.41666666666666,51.85185185185185,2.0,1.0,1.0,26.0,81.0,13.0,55.0,11.0,p2,Kyle Edmund,289.0,63.0,7.0,1.0,66.66666666666666,70.0,56.00000000000001,3.0,0.0,0.0,20.0,69.0,10.0,49.0,10.0
p1,Daniil Medvedev,311.0,205.0,16.0,2.0,62.96296296296296,79.41176470588235,65.0,6.0,4.0,0.0,26.0,66.0,13.0,40.0,9.0,p2,Andy Murray,232.0,166.0,6.0,1.0,65.0,69.23076923076923,33.33333333333333,1.0,1.0,0.0,14.0,48.0,7.0,34.0,6.0
p1,Milos Raonic,342.0,112.0,21.0,3.0,74.19354838709677,86.95652173913044,62.5,3.0,1.0,1.0,25.0,75.0,13.0,50.0,11.0,p2,Miomir Kecmanovic,286.0,51.0,3.0,0.0,61.97183098591549,63.63636363636363,66.66666666666666,0.0,0.0,0.0,12.0,58.0,9.0,46.0,9.0
p1,Grigor Dimitrov,263.0,196.0,6.0,2.0,55.55555555555556,77.14285714285715,46.42857142857143,7.0,4.0,0.0,27.0,67.0,12.0,40.0,8.0,p2,John Millman,227.0,147.0,1.0,1.0,67.27272727272727,48.64864864864865,55.55555555555556,4.0,2.0,0.0,23.0,51.0,7.0,28.0,5.0
p1,Alex de Minaur,327.0,188.0,1.0,1.0,77.55102040816327,76.31578947368422,72.72727272727273,6.0,3.0,0.0,23.0,60.0,12.0,37.0,9.0,p2,Jordan Thompson,236.0,51.0,5.0,0.0,69.64285714285714,76.92307692307693,17.647058823529413,0.0,0.0,0.0,12.0,45.0,6.0,33.0,6.0
p1,Jeremy Chardy,332.0,152.0,17.0,5.0,69.04761904761905,86.20689655172413,65.38461538461539,5.0,3.0,0.0,22.0,89.0,18.0,67.0,15.0,p2,Nick Kyrgios,288.0,49.0,13.0,6.0,73.75,81.35593220338984,47.61904761904761,2.0,0.0,1.0,17.0,75.0,12.0,58.0,11.0
p1,Jo-Wilfried Tsonga,258.0,191.0,11.0,3.0,57.8125,81.08108108108108,40.74074074074074,11.0,5.0,1.0,40.0,81.0,13.0,41.0,7.0,p2,Taro Daniel,209.0,151.0,3.0,7.0,60.0,66.66666666666666,32.35294117647059,7.0,3.0,0.0,23.0,68.0,9.0,45.0,6.0
p1,Milos Raonic,343.0,239.0,18.0,0.0,76.31578947368422,93.10344827586206,55.55555555555556,8.0,4.0,0.0,25.0,57.0,12.0,32.0,8.0,p2,Aljaz Bedene,183.0,51.0,4.0,1.0,69.76744186046511,53.333333333333336,15.384615384615385,0.0,0.0,0.0,6.0,24.0,3.0,18.0,3.0
p1,Grigor Dimitrov,272.0,219.0,9.0,6.0,56.57894736842105,86.04651162790698,36.36363636363637,3.0,3.0,0.0,19.0,68.0,12.0,49.0,9.0,p2,Yoshihito Nishioka,250.0,102.0,1.0,1.0,70.2127659574468,63.63636363636363,50.0,7.0,1.0,0.0,27.0,55.0,7.0,28.0,6.0
p1,Alex de Minaur,280.0,238.0,1.0,2.0,65.11627906976744,89.28571428571429,40.0,9.0,5.0,0.0,27.0,58.0,12.0,31.0,7.0,p2,Alexei Popyrin,180.0,108.0,5.0,5.0,63.26530612244898,58.06451612903226,22.22222222222222,4.0,1.0,0.0,12.0,34.0,4.0,22.0,3.0
p1,Nick Kyrgios,343.0,55.0,44.0,3.0,67.22689075630252,78.75,61.53846153846154,5.0,0.0,2.0,29.0,116.0,19.0,87.0,17.0,p2,Ryan Harrison,337.0,114.0,27.0,3.0,68.14159292035397,77.92207792207793,66.66666666666666,2.0,1.0,0.0,32.0,116.0,19.0,84.0,18.0
p1,Jeremy Chardy,301.0,102.0,15.0,4.0,59.77011494252874,76.92307692307693,60.0,6.0,2.0,0.0,20.0,81.0,16.0,61.0,14.0,p2,Jan-Lennard Struff,293.0,102.0,10.0,2.0,55.4054054054054,78.04878048780488,66.66666666666666,3.0,1.0,0.0,26.0,80.0,13.0,54.0,12.0
p1,Miomir Kecmanovic,307.0,203.0,5.0,2.0,55.55555555555556,88.0,60.0,8.0,4.0,0.0,24.0,58.0,12.0,34.0,8.0,p2,Leonardo Mayer,210.0,52.0,6.0,2.0,59.183673469387756,62.06896551724138,35.0,1.0,0.0,0.0,11.0,36.0,4.0,25.0,4.0
p1,Denis Kudla,304.0,83.0,8.0,4.0,62.39316239316239,79.45205479452055,59.09090909090909,10.0,1.0,1.0,39.0,123.0,19.0,84.0,17.0,p2,Taylor Fritz,303.0,62.0,22.0,4.0,58.536585365853654,79.16666666666666,52.94117647058824,4.0,0.0,1.0,33.0,117.0,17.0,84.0,16.0
p1,John Millman,283.0,144.0,8.0,2.0,69.38775510204081,72.05882352941177,50.0,18.0,5.0,1.0,42.0,106.0,19.0,64.0,13.0,p2,Tennys Sandgren,250.0,131.0,12.0,4.0,59.43396226415094,69.84126984126983,46.51162790697674,5.0,2.0,1.0,34.0,98.0,13.0,64.0,10.0
p1,Andy Murray,282.0,199.0,6.0,4.0,59.09090909090909,71.7948717948718,59.25925925925925,4.0,3.0,0.0,24.0,68.0,12.0,44.0,9.0,p2,James Duckworth,242.0,99.0,8.0,2.0,60.71428571428571,67.64705882352942,40.909090909090914,5.0,1.0,0.0,22.0,54.0,7.0,32.0,6.0
p1,Jordan Thompson,288.0,218.0,1.0,2.0,69.04761904761905,79.3103448275862,53.84615384615385,13.0,5.0,0.0,35.0,65.0,12.0,30.0,7.0,p2,Alex Bolt,169.0,179.0,1.0,3.0,51.5625,51.515151515151516,38.70967741935484,1.0,1.0,0.0,12.0,41.0,3.0,29.0,2.0
p1,Jo-Wilfried Tsonga,291.0,144.0,11.0,1.0,53.94736842105263,80.48780487804879,57.14285714285714,3.0,2.0,1.0,17.0,70.0,13.0,53.0,10.0,p2,Thanasi Kokkinakis,300.0,105.0,3.0,0.0,75.40983606557377,73.91304347826086,66.66666666666666,3.0,1.0,0.0,23.0,67.0,10.0,44.0,9.0
p1,Yasutaka Uchiyama,344.0,184.0,12.0,0.0,74.13793103448276,90.69767441860465,66.66666666666666,1.0,1.0,1.0,26.0,75.0,13.0,49.0,11.0,p2,Ugo Humbert,277.0,42.0,6.0,4.0,60.0,77.77777777777779,46.666666666666664,0.0,0.0,0.0,9.0,58.0,10.0,49.0,10.0
p1,Miomir Kecmanovic,313.0,186.0,13.0,4.0,62.745098039215684,81.25,65.78947368421053,3.0,3.0,0.0,31.0,108.0,19.0,77.0,16.0,p2,Taro Daniel,272.0,91.0,5.0,3.0,57.291666666666664,78.18181818181819,53.65853658536586,3.0,1.0,1.0,25.0,90.0,15.0,65.0,13.0
p1,Thanasi Kokkinakis,325.0,199.0,12.0,1.0,64.58333333333334,90.32258064516128,58.82352941176471,4.0,3.0,0.0,26.0,64.0,12.0,38.0,9.0,p2,Cristian Garin,230.0,51.0,5.0,6.0,55.932203389830505,66.66666666666666,42.30769230769231,2.0,0.0,0.0,10.0,43.0,6.0,33.0,6.0
p1,Ugo Humbert,344.0,184.0,6.0,1.0,73.17073170731707,93.33333333333333,72.72727272727273,5.0,3.0,0.0,21.0,57.0,12.0,36.0,9.0,p2,Christopher Eubanks,225.0,34.0,6.0,4.0,47.91666666666667,65.21739130434783,48.0,0.0,0.0,0.0,5.0,32.0,5.0,27.0,5.0
p1,Yasutaka Uchiyama,336.0,195.0,16.0,1.0,67.44186046511628,89.65517241379311,64.28571428571429,9.0,4.0,0.0,25.0,60.0,12.0,35.0,8.0,p2,Marc Polmans,201.0,46.0,0.0,3.0,54.90196078431373,64.28571428571429,34.78260869565217,3.0,0.0,0.0,8.0,34.0,4.0,26.0,4.0
p1,Christopher Eubanks,289.0,170.0,11.0,4.0,64.21052631578948,75.40983606557377,55.88235294117647,1.0,1.0,1.0,24.0,89.0,16.0,65.0,14.0,p2,Bradley Klahn,302.0,110.0,7.0,4.0,70.23809523809523,76.27118644067797,60.0,7.0,2.0,0.0,30.0,90.0,16.0,60.0,14.0
p1,Taro Daniel,268.0,116.0,3.0,4.0,62.745098039215684,75.0,44.73684210526316,7.0,2.0,0.0,25.0,90.0,15.0,65.0,13.0,p2,John-Patrick Smith,283.0,126.0,5.0,2.0,67.94871794871796,75.47169811320755,52.0,6.0,2.0,0.0,37.0,90.0,14.0,53.0,12.0
p1,Cristian Garin,290.0,144.0,8.0,3.0,64.0,77.08333333333334,44.44444444444444,4.0,2.0,0.0,18.0,67.0,12.0,49.0,10.0,p2,Christopher O'Connell,277.0,79.0,12.0,1.0,60.0,84.84848484848484,40.909090909090914,7.0,0.0,0.0,26.0,63.0,8.0,37.0,8.0
p1,Marc Polmans,276.0,137.0,2.0,6.0,59.09090909090909,69.23076923076923,64.44444444444444,7.0,3.0,1.0,40.0,114.0,19.0,74.0,15.0,p2,Reilly Opelka,278.0,111.0,20.0,5.0,58.03571428571429,75.38461538461539,48.93617021276596,6.0,2.0,1.0,36.0,108.0,16.0,72.0,13.0
p1,Ugo Humbert,310.0,121.0,7.0,3.0,62.264150943396224,93.93939393939394,50.0,8.0,2.0,0.0,20.0,61.0,12.0,41.0,10.0,p2,Blake Ellis,275.0,56.0,9.0,3.0,66.07142857142857,67.56756756756756,57.89473684210527,0.0,0.0,0.0,12.0,48.0,7.0,36.0,7.0
p1,Thanasi Kokkinakis,318.0,144.0,8.0,0.0,64.28571428571429,80.55555555555556,65.0,7.0,2.0,0.0,25.0,67.0,12.0,42.0,10.0,p2,Peter Polansky,254.0,54.0,4.0,4.0,69.84126984126983,70.45454545454545,36.84210526315789,1.0,0.0,0.0,14.0,52.0,7.0,38.0,7.0
p1,Miomir Kecmanovic,292.0,247.0,3.0,2.0,64.15094339622641,73.52941176470588,52.63157894736842,8.0,5.0,0.0,25.0,60.0,12.0,35.0,7.0,p2,Maverick Banes,164.0,73.0,3.0,2.0,47.72727272727273,57.14285714285714,30.434782608695656,5.0,0.0,0.0,18.0,37.0,2.0,19.0,2.0
p1,Yasutaka Uchiyama,288.0,139.0,8.0,1.0,69.84126984126983,77.27272727272727,52.63157894736842,8.0,3.0,1.0,23.0,67.0,13.0,44.0,9.0,p2,Bjorn Fratangelo,263.0,138.0,10.0,2.0,56.92307692307692,75.67567567567568,50.0,4.0,2.0,0.0,19.0,61.0,10.0,42.0,8.0
