Player1,loser_name,loser_serve_rating,loser_return_rating,loser_aces,loser_double_faults,loser_first_serve_percent,loser_win%_on_first_serve,loser_win%_on_second_serve,loser_break_points_faced,loser_break_points_converted,loser_tiebreaks_won,loser_return_points_won,loser_total_points_won,loser_games_won,loser_service_points_won,loser_service_games_won,Player2,winner_name,winner_serve_rating,winner_return_rating,winner_aces,winner_double_faults,winner_first_serve_percent,winner_win%_on_first_serve,winner_win%_on_second_serve,winner_break_points_faced,winner_break_points_converted,winner_tiebreaks_won,winner_return_points_won,winner_total_points_won,winner_games_won,winner_service_points_won,winner_service_games_won
p1,Stefan Kozlov,242,60,1,2,69.49152542372882,75.60975609756098,27.77777777777778,2,0,0.0,18,54,7.0,36,7,p2,Dennis Novikov,297,186,3,2,55.55555555555556,85.71428571428571,53.57142857142857,5,3,0.0,23,68,13.0,45,10
p1,Calvin Hemery,250,130,3,3,63.793103448275865,67.56756756756756,47.61904761904761,2,1,0.0,18,53,8.0,35,7,p2,Daniel Brands,290,157,5,2,67.24137931034483,76.92307692307693,52.63157894736842,7,3,0.0,23,63,12.0,40,9
p1,Elias Ymer,262,178,7,1,51.89873417721519,78.04878048780488,44.73684210526316,1,1,0.0,23,72,10.0,49,9,p2,Jay Clarke,275,135,5,5,54.285714285714285,84.21052631578947,46.875,5,2,1.0,30,77,13.0,47,10
p1,Jozef Kovalik,284,86,1,5,67.77777777777779,72.1311475409836,62.06896551724138,3,1,0.0,14,76,14.0,62,13,p2,Joris De Loore,339,104,20,1,73.61111111111111,84.90566037735849,68.42105263157895,8,2,0.0,28,86,16.0,58,14
p1,Grega Zemlja,225,128,8,4,50.0,74.28571428571429,37.142857142857146,5,2,0.0,20,59,8.0,39,6,p2,Teymuraz Gabashvili,271,169,3,1,58.333333333333336,74.28571428571429,56.00000000000001,10,4,0.0,31,71,13.0,40,9
p1,Alex de Minaur,222,103,7,3,58.82352941176471,57.49999999999999,46.42857142857143,8,1,0.0,26,62,6.0,36,5,p2,Tatsuma Ito,265,198,3,4,57.35294117647059,69.23076923076923,51.724137931034484,7,4,0.0,32,74,12.0,42,8
p1,Riccardo Bellotti,165,48,3,2,55.81395348837209,54.166666666666664,26.31578947368421,1,0,0.0,8,26,2.0,18,2,p2,Denis Kudla,316,254,6,0,56.75675675675676,90.47619047619048,62.5,8,5,0.0,25,54,12.0,29,7
p1,Miljan Zekic,214,125,7,2,60.317460317460316,65.78947368421053,28.000000000000004,5,2,0.0,22,54,7.0,32,5,p2,Sebastian Ofner,293,181,2,0,75.80645161290323,61.702127659574465,73.33333333333333,13,4,0.0,31,71,12.0,40,8
p1,Rajeev Ram,253,139,6,3,73.41772151898735,58.620689655172406,52.38095238095239,5,2,0.0,29,74,10.0,45,8,p2,Lukas Rosol,263,153,5,3,61.33333333333333,67.3913043478261,51.724137931034484,13,4,0.0,34,80,13.0,46,9
p1,Mackenzie McDonald,295,64,3,1,67.05882352941175,71.9298245614035,67.85714285714286,3,0,1.0,30,90,14.0,60,13,p2,John-Patrick Smith,311,140,8,2,69.1588785046729,78.37837837837837,57.57575757575758,3,2,0.0,25,102,18.0,77,16
p1,Steven Diez,246,164,1,1,63.1578947368421,64.58333333333334,53.57142857142857,8,4,0.0,39,85,13.0,46,9,p2,Pedro Sousa,250,199,3,4,66.30434782608695,59.01639344262295,54.83870967741935,6,5,0.0,30,83,15.0,53,10
p1,Yannick Hanfmann,278,170,3,3,63.829787234042556,70.0,52.94117647058824,1,1,0.0,21,81,12.0,60,11,p2,Stefanos Tsitsipas,292,96,4,2,61.038961038961034,85.1063829787234,53.333333333333336,9,1,2.0,34,90,14.0,56,11
p1,Tim Smyczek,294,57,4,1,67.3913043478261,77.41935483870968,60.0,3,0,1.0,23,89,15.0,66,14,p2,Andrew Whittington,325,115,12,3,72.63157894736842,81.15942028985508,61.53846153846154,5,2,0.0,26,98,18.0,72,16
p1,Liam Broady,275,110,11,1,56.75675675675676,71.42857142857143,56.25,2,1,1.0,26,98,15.0,72,13,p2,Marcus Willis,299,116,17,7,50.0,89.58333333333334,56.25,12,3,1.0,39,109,19.0,70,15
p1,Alessandro Giannessi,272,86,5,5,65.38461538461539,72.05882352941177,50.0,4,1,0.0,21,88,13.0,67,12,p2,Pedro Sousa,318,114,8,1,73.17073170731707,76.66666666666667,68.18181818181817,9,2,0.0,37,98,16.0,61,14
p1,Santiago Giraldo,286,108,0,0,67.56756756756756,76.0,58.333333333333336,8,2,0.0,27,79,13.0,52,11,p2,Stefanos Tsitsipas,283,121,9,0,58.333333333333336,81.63265306122449,48.57142857142857,5,2,0.0,22,79,14.0,57,12
p1,Michael Mmoh,244,105,6,5,56.71641791044776,68.42105263157895,48.275862068965516,2,1,0.0,13,53,8.0,40,7,p2,Tennys Sandgren,323,147,8,0,70.6896551724138,78.04878048780488,76.47058823529412,9,3,0.0,27,72,13.0,45,10
p1,Hiroki Moriya,237,49,0,1,55.35714285714286,64.51612903225806,52.0,1,0,0.0,13,46,6.0,33,6,p2,Lukas Lacko,304,216,7,2,48.07692307692308,88.0,62.96296296296296,3,3,0.0,23,62,12.0,39,9
p1,Joao Domingues,243,77,1,1,64.91228070175438,62.16216216216216,50.0,2,0,0.0,19,52,6.0,33,6,p2,Andrey Rublev,300,151,9,3,70.6896551724138,75.60975609756098,47.05882352941176,10,3,0.0,24,63,12.0,39,9
p1,Inigo Cervantes,276,119,23,5,59.82142857142857,77.61194029850746,42.22222222222222,13,3,0.0,50,121,18.0,71,15,p2,Go Soeda,261,181,2,2,58.01526717557252,71.05263157894737,49.09090909090909,5,4,0.0,41,122,19.0,81,15
p1,Blaz Kavcic,153,65,3,0,69.44444444444444,52.0,9.090909090909092,0,0,0.0,11,25,1.0,14,1,p2,Riccardo Bellotti,301,269,2,1,64.70588235294117,68.18181818181817,66.66666666666666,8,4,0.0,22,45,9.0,23,5
p1,Lorenzo Giustino,167,161,2,2,61.111111111111114,48.484848484848484,33.33333333333333,3,2,0.0,15,38,4.0,23,2,p2,Darian King,256,254,2,1,48.837209302325576,76.19047619047619,54.54545454545454,10,6,0.0,31,59,12.0,28,6
p1,Filip Krajinovic,289,32,6,0,62.19512195121951,74.50980392156863,54.83870967741935,0,0,0.0,9,64,11.0,55,11,p2,Illya Marchenko,341,95,13,1,60.9375,92.3076923076923,76.0,6,1,1.0,27,82,14.0,55,12
p1,Luca Vanni,271,146,15,6,55.47945205479452,71.60493827160494,53.84615384615385,14,5,0.0,62,155,23.0,93,18,p2,Calvin Hemery,262,136,13,7,67.3076923076923,68.57142857142857,43.13725490196079,9,4,1.0,53,147,22.0,94,17
p1,Kenny De Schepper,255,90,6,2,74.0,72.97297297297297,38.46153846153847,3,1,0.0,13,45,7.0,32,6,p2,Sergiy Stakhovsky,295,165,10,4,46.15384615384615,91.66666666666666,60.71428571428571,7,3,0.0,18,57,12.0,39,9
p1,Tristan Lamasine,236,123,6,3,65.88235294117646,60.71428571428571,44.827586206896555,9,2,0.0,31,78,10.0,47,8,p2,Ruben Bemelmans,272,203,2,3,75.0,65.0,50.0,7,5,0.0,38,87,15.0,49,10
p1,Laslo Djere,229,122,4,2,55.769230769230774,65.51724137931035,47.82608695652174,9,2,1.0,33,93,11.0,60,8,p2,John-Patrick Smith,271,174,4,0,68.04123711340206,81.81818181818183,32.25806451612903,13,6,0.0,44,108,18.0,64,12
p1,Maximilian Marterer,311,77,3,0,61.53846153846154,81.25,75.0,7,0,0.0,28,69,9.0,41,9,p2,Miljan Zekic,298,154,6,1,69.76744186046511,76.66666666666667,46.15384615384615,1,1,1.0,11,69,13.0,58,11
p1,Marco Trungelliti,235,124,3,3,47.88732394366197,76.47058823529412,40.54054054054054,2,1,0.0,20,61,8.0,41,7,p2,Peter Polansky,290,146,4,1,59.70149253731343,77.5,59.25925925925925,9,3,1.0,30,77,13.0,47,9
p1,Matteo Donati,246,154,2,2,56.92307692307692,64.86486486486487,53.57142857142857,1,1,0.0,11,50,8.0,39,7,p2,Konstantin Kravchuk,330,161,9,0,75.0,79.48717948717949,76.92307692307693,6,3,1.0,26,67,13.0,41,9
p1,Reilly Opelka,323,65,16,3,64.47368421052632,75.51020408163265,70.37037037037037,8,0,0.0,26,82,12.0,56,12,p2,Rajeev Ram,312,54,8,2,71.42857142857143,76.92307692307693,57.692307692307686,0,0,2.0,20,85,14.0,65,12
p1,Jurgen Melzer,253,114,9,6,63.541666666666664,67.21311475409836,42.857142857142854,11,2,0.0,41,97,12.0,56,10,p2,Alex de Minaur,253,133,5,8,52.94117647058824,62.96296296296296,56.25,15,3,0.0,40,101,14.0,61,11
p1,Daniel Gimeno-Traver,155,165,0,2,68.57142857142857,33.33333333333333,27.27272727272727,1,1,0.0,10,21,3.0,11,2,p2,Alexander Bublik,300,294,7,4,62.5,80.0,66.66666666666666,6,5,0.0,24,54,12.0,30,7
p1,Yannik Reuter,249,57,1,5,54.54545454545454,66.66666666666666,51.42857142857142,3,0,0.0,15,61,8.0,46,8,p2,Paul-Henri Mathieu,327,142,17,0,66.66666666666666,85.71428571428571,57.14285714285714,5,2,1.0,31,79,13.0,48,10
p1,Marco Chiudinelli,246,131,4,1,64.28571428571429,64.81481481481481,50.0,4,2,0.0,26,76,11.0,50,9,p2,Taylor Fritz,286,191,17,3,54.32098765432099,84.0909090909091,48.64864864864865,7,5,0.0,34,89,17.0,55,12
p1,Daniel Masur,279,63,2,0,86.95652173913044,40.0,100.0,1,0,0.0,9,20,2.0,11,2,p2,Bjorn Fratangelo,283,177,2,2,46.42857142857143,76.92307692307693,60.0,3,2,0.0,12,31,6.0,19,4
p1,Mirza Basic,152,144,2,4,45.83333333333333,45.45454545454545,38.46153846153847,2,1,0.0,16,36,3.0,20,2,p2,Peter Gojowczyk,269,278,4,0,60.0,81.48148148148148,38.88888888888889,7,6,0.0,28,57,12.0,29,6
p1,Stephane Robert,242,131,3,4,58.333333333333336,78.57142857142857,32.5,19,4,0.0,46,103,15.0,57,11,p2,Andrew Whittington,262,151,18,3,56.63716814159292,70.3125,44.89795918367347,11,4,0.0,39,106,16.0,67,12
p1,Ryan James Storrie,258,97,2,1,67.74193548387096,66.66666666666666,50.0,5,1,0.0,22,60,9.0,38,8,p2,Quentin Halys,281,160,6,3,55.88235294117647,78.94736842105263,53.333333333333336,6,3,0.0,24,70,13.0,46,10
p1,Jan Satral,295,50,5,3,63.51351351351351,78.72340425531915,59.25925925925925,2,0,0.0,18,71,11.0,53,11,p2,Teymuraz Gabashvili,313,95,6,1,57.534246575342465,78.57142857142857,70.96774193548387,4,1,1.0,21,76,14.0,55,12
p1,Federico Coria,171,200,3,2,77.35849056603774,51.21951219512195,16.666666666666664,1,1,0.0,15,38,3.0,23,2,p2,Gerald Melzer,277,262,2,2,77.77777777777779,74.28571428571429,40.0,11,6,0.0,30,60,12.0,30,6
p1,Tobias Kamke,246,121,3,4,56.17977528089888,66.0,53.84615384615385,19,3,0.0,42,96,13.0,54,10,p2,Adrian Menendez-Maceiras,260,165,4,1,62.13592233009708,62.5,53.84615384615385,7,4,0.0,35,96,15.0,61,11
p1,Roberto Carballes Baena,295,53,8,1,74.32432432432432,70.9090909090909,52.63157894736842,1,0,0.0,16,65,10.0,49,10,p2,Jozef Kovalik,312,118,3,1,62.68656716417911,83.33333333333334,64.0,3,1,1.0,25,76,13.0,51,11
p1,Duckhee Lee,207,70,0,3,45.45454545454545,60.0,50.0,4,0,0.0,18,48,5.0,30,5,p2,Elias Ymer,295,201,8,2,58.92857142857143,81.81818181818183,47.82608695652174,6,4,0.0,25,63,12.0,38,8
p1,Andrej Martin,285,57,4,1,61.016949152542374,80.55555555555556,56.52173913043478,2,0,0.0,18,60,10.0,42,10,p2,Marcus Willis,313,145,9,5,66.17647058823529,77.77777777777779,65.21739130434783,3,2,0.0,17,67,14.0,50,12
p1,Marc Polmans,237,160,1,0,69.11764705882352,51.06382978723404,61.904761904761905,7,3,0.0,31,68,9.0,37,6,p2,Stefan Kozlov,246,182,3,3,64.0,68.75,40.74074074074074,10,5,0.0,31,75,13.0,44,8
p1,Aldin Setkic,263,121,5,4,64.19753086419753,75.0,44.827586206896555,4,2,0.0,23,75,13.0,52,11,p2,Andrea Arnaboldi,293,144,8,1,58.0246913580247,74.46808510638297,67.64705882352942,7,3,0.0,29,87,16.0,58,13
p1,Yasutaka Uchiyama,293,166,11,2,63.74999999999999,72.54901960784314,62.06896551724138,1,1,0.0,19,74,13.0,55,12,p2,Benjamin Becker,305,112,11,2,62.5,82.22222222222221,59.25925925925925,6,2,0.0,25,78,15.0,53,13
p1,Sam Groth,311,115,30,11,61.66666666666667,81.08108108108108,54.347826086956516,4,2,0.0,32,117,21.0,85,19,p2,Simone Bolelli,308,103,3,1,70.58823529411765,73.80952380952381,71.42857142857143,3,1,1.0,35,122,20.0,87,18
p1,Mitchell Krueger,239,132,4,3,63.49206349206349,70.0,39.130434782608695,2,1,0.0,18,55,7.0,37,6,p2,Mathias Bourgue,299,174,7,1,74.57627118644068,75.0,53.333333333333336,6,3,0.0,26,67,12.0,41,9
p1,Oscar Otte,260,50,5,9,58.620689655172406,79.41176470588235,45.83333333333333,0,0,0.0,11,49,8.0,38,8,p2,Daniel Brands,317,135,8,2,60.78431372549019,90.32258064516128,60.0,5,2,0.0,20,60,12.0,40,10
p1,Frank Dancevic,223,130,4,3,73.17073170731707,63.33333333333333,36.36363636363637,2,1,0.0,17,40,5.0,23,4,p2,Liam Broady,275,231,2,0,54.0,70.37037037037037,60.86956521739131,5,4,0.0,18,51,12.0,33,8
p1,Ricardo Ojeda Lara,296,165,5,2,67.81609195402298,74.57627118644068,64.28571428571429,1,1,0.0,22,84,14.0,62,13,p2,Ti Chen,306,114,11,2,62.65060240963856,80.76923076923077,61.29032258064516,5,2,1.0,25,86,16.0,61,13
p1,Marcelo Arevalo,216,126,3,4,58.82352941176471,60.0,42.857142857142854,6,2,0.0,25,52,7.0,27,5,p2,Jay Clarke,244,221,6,7,37.878787878787875,68.0,58.536585365853654,5,4,0.0,24,65,12.0,41,8
p1,Attila Balazs,284,67,2,3,58.22784810126582,71.73913043478261,63.63636363636363,0,0,0.0,24,78,11.0,54,11,p2,Joris De Loore,315,105,9,2,74.69879518072288,75.80645161290323,57.14285714285714,3,1,1.0,25,84,14.0,59,12
p1,Gleb Sakharov,267,64,5,3,63.07692307692307,68.29268292682927,54.166666666666664,0,0,0.0,15,56,8.0,41,8,p2,Steven Diez,311,148,2,2,75.0,78.57142857142857,57.14285714285714,4,2,0.0,24,65,12.0,41,10
p1,Gianluigi Quinzi,228,125,2,2,65.625,52.38095238095239,54.54545454545454,8,2,0.0,26,60,7.0,34,5,p2,Cristian Garin,266,177,10,3,59.09090909090909,64.1025641025641,55.55555555555556,10,4,0.0,30,70,12.0,40,8
p1,Vaclav Safranek,213,139,6,5,60.83333333333333,57.534246575342465,42.5531914893617,4,2,1.0,27,89,10.0,62,7,p2,Alejandro Gonzalez,274,193,6,4,62.33766233766234,70.83333333333334,55.172413793103445,16,7,0.0,58,108,18.0,50,11
p1,Petr Michnev,198,63,4,5,56.14035087719298,68.75,24.0,0,0,0.0,13,41,4.0,28,4,p2,Maximo Gonzalez,305,207,3,1,65.95744680851064,80.64516129032258,56.25,8,4,0.0,29,63,12.0,34,8
p1,Federico Gaio,235,66,6,5,58.16326530612245,66.66666666666666,39.02439024390244,0,0,0.0,17,71,7.0,54,7,p2,Yannick Hanfmann,309,157,13,1,62.5,77.14285714285715,57.14285714285714,9,3,0.0,44,83,12.0,39,9
p1,Matija Pecotic,204,74,2,2,53.44827586206896,67.74193548387096,33.33333333333333,2,0,0.0,19,49,4.0,30,4,p2,Tatsuma Ito,301,193,6,2,70.6896551724138,73.17073170731707,52.94117647058824,9,4,0.0,28,67,12.0,39,8
p1,Lloyd Glasspool,186,177,6,1,54.166666666666664,53.84615384615385,36.36363636363637,1,1,0.0,11,33,4.0,22,3,p2,Nicolas Jarry,288,235,5,2,63.41463414634146,88.46153846153845,46.666666666666664,8,5,0.0,26,56,12.0,30,7
p1,Soonwoo Kwon,243,70,5,8,57.8125,70.27027027027027,40.74074074074074,6,0,0.0,22,59,7.0,37,7,p2,Bradley Klahn,300,140,6,1,65.21739130434783,75.55555555555556,54.166666666666664,7,2,0.0,27,74,12.0,47,10
p1,Akira Santillan,295,97,18,3,54.961832061068705,81.94444444444444,55.932203389830505,9,2,0.0,48,140,23.0,92,21,p2,Denis Kudla,295,134,14,4,60.9271523178808,75.0,57.6271186440678,5,3,0.0,39,142,25.0,103,22
p1,Daniel Cox,210,109,3,4,50.943396226415096,59.25925925925925,46.15384615384615,3,1,0.0,16,44,6.0,28,5,p2,Mackenzie McDonald,290,196,0,1,67.27272727272727,78.37837837837837,55.55555555555556,7,4,0.0,25,64,13.0,39,9
p1,Ruben Ramirez Hidalgo,221,146,3,8,56.25,63.49206349206349,46.93877551020408,11,4,1.0,50,113,14.0,63,9,p2,James McGee,249,197,13,7,52.5,74.60317460317461,40.35087719298245,9,6,0.0,49,119,18.0,70,12
p1,Stefano Napolitano,268,112,11,2,54.736842105263165,75.0,48.837209302325576,6,2,0.0,31,91,14.0,60,12,p2,Vincent Millot,277,139,3,3,57.291666666666664,72.72727272727273,60.97560975609756,7,3,0.0,35,100,16.0,65,13
p1,Enrique Lopez Perez,257,53,5,3,53.333333333333336,75.0,50.0,2,0,0.0,13,51,7.0,38,7,p2,Nikola Milojevic,307,126,4,6,61.81818181818181,85.29411764705883,61.904761904761905,7,2,0.0,22,64,12.0,42,10
p1,Jeremy Jahn,246,125,5,3,65.07936507936508,68.29268292682927,40.909090909090914,3,1,0.0,21,58,8.0,37,7,p2,Blake Mott,275,159,5,4,66.12903225806451,80.48780487804879,38.095238095238095,8,3,0.0,26,67,12.0,41,9
p1,Neil Pauffley,201,0,0,0,90.0,11.11111111111111,100.0,0,0,0.0,0,2,0.0,2,0,p2,Aleksandr Nedovyesov,393,289,1,0,91.66666666666666,100.0,100.0,2,2,0.0,8,20,5.0,12,3
p1,Di Wu,263,106,6,1,60.75949367088608,70.83333333333334,45.16129032258064,2,1,0.0,14,62,10.0,48,9,p2,Dennis Novikov,311,152,14,2,56.451612903225815,85.71428571428571,66.66666666666666,4,2,1.0,31,79,13.0,48,10
p1,Kimmer Coppejans,287,107,9,5,65.625,78.57142857142857,47.72727272727273,8,2,0.0,43,130,20.0,87,18,p2,Sebastian Ofner,288,105,14,6,62.59541984732825,76.82926829268293,51.02040816326531,9,2,1.0,41,129,20.0,88,17
p1,Edward Corrie,209,133,2,4,60.86956521739131,66.07142857142857,30.555555555555557,15,3,0.0,39,87,10.0,48,7,p2,Roberto Quiroz,246,199,6,6,59.57446808510638,71.42857142857143,39.473684210526315,12,6,0.0,44,99,16.0,55,10
p1,Jason Jung,297,92,4,0,69.66292134831461,72.58064516129032,59.25925925925925,3,1,0.0,19,80,12.0,61,11,p2,Lukas Rosol,316,93,16,2,62.0253164556962,81.63265306122449,66.66666666666666,6,1,2.0,28,88,14.0,60,11
p1,Yannick Maden,228,111,4,4,60.0,61.53846153846154,46.15384615384615,15,2,0.0,34,70,8.0,36,6,p2,Tim Smyczek,254,163,8,5,49.42528735632184,79.06976744186046,43.18181818181818,13,4,1.0,29,82,13.0,53,8
p1,Salvatore Caruso,229,124,4,2,57.534246575342465,64.28571428571429,45.16129032258064,5,2,0.0,22,63,8.0,41,6,p2,Stefano Travaglia,268,164,5,2,50.0,75.75757575757575,57.57575757575758,12,4,0.0,32,76,13.0,44,9
p1,Egor Gerasimov,265,137,3,2,69.1358024691358,76.78571428571429,40.0,11,3,0.0,35,88,14.0,53,11,p2,Alexander Ward,260,204,6,2,67.02127659574468,76.19047619047619,35.483870967741936,3,3,0.0,28,87,14.0,59,11
p1,Ilya Ivashka,282,121,9,1,56.12244897959183,83.63636363636363,53.48837209302325,13,3,0.0,44,113,16.0,69,13,p2,Grega Zemlja,272,124,6,3,67.22689075630252,66.25,56.41025641025641,7,3,1.0,29,104,16.0,75,12
p1,Matthew Ebden,287,50,7,4,62.903225806451616,74.35897435897436,56.52173913043478,0,0,0.0,12,54,9.0,42,9,p2,John Isner,334,179,17,0,67.21311475409836,90.2439024390244,60.0,1,1,1.0,20,69,13.0,49,11
p1,Bjorn Fratangelo,239,46,3,3,56.71641791044776,50.0,65.51724137931035,0,0,0.0,11,49,6.0,38,6,p2,John Isner,323,160,15,1,55.10204081632652,81.48148148148148,72.72727272727273,7,3,0.0,29,67,12.0,38,9
p1,Peter Gojowczyk,192,204,4,3,41.66666666666667,68.0,37.142857142857146,2,2,0.0,19,49,6.0,30,4,p2,Matthew Ebden,262,195,6,5,66.0377358490566,74.28571428571429,44.44444444444444,11,5,0.0,30,64,12.0,34,7
p1,Dennis Novikov,256,58,4,1,48.529411764705884,72.72727272727273,51.42857142857142,0,0,0.0,12,54,8.0,42,8,p2,John Isner,328,136,20,3,69.23076923076923,86.11111111111111,56.25,5,2,0.0,26,66,12.0,40,10
p1,Ivo Karlovic,319,54,30,13,57.98319327731093,89.85507246376811,54.0,3,0,1.0,35,124,19.0,89,18,p2,Peter Gojowczyk,298,56,12,9,49.21875,88.88888888888889,56.92307692307692,0,0,2.0,30,123,20.0,93,18
p1,Pierre-Hugues Herbert,257,103,9,6,60.97560975609756,76.0,43.75,11,2,0.0,39,91,13.0,52,11,p2,Bjorn Fratangelo,261,186,4,8,50.92592592592593,74.54545454545455,52.83018867924528,5,4,0.0,30,99,17.0,69,13
p1,Tobias Kamke,258,135,5,5,54.83870967741935,67.64705882352942,53.57142857142857,8,3,0.0,40,116,16.0,76,13,p2,Matthew Ebden,254,115,6,11,56.88073394495413,80.64516129032258,40.42553191489361,16,3,1.0,48,117,17.0,69,13
p1,Sam Groth,234,64,6,5,54.23728813559322,68.75,44.44444444444444,0,0,0.0,9,43,6.0,34,6,p2,John Isner,324,163,13,1,75.55555555555556,91.17647058823529,45.45454545454545,7,3,0.0,25,61,12.0,36,9
p1,Denis Kudla,266,124,4,3,68.0,70.58823529411765,56.25,2,1,0.0,20,53,8.0,33,7,p2,Ivo Karlovic,280,178,16,7,45.0,81.48148148148148,54.54545454545454,4,3,0.0,17,57,12.0,40,9
p1,Adrian Mannarino,266,118,2,3,66.66666666666666,68.51851851851852,48.148148148148145,2,1,0.0,22,72,11.0,50,10,p2,Tobias Kamke,278,199,2,1,46.478873239436616,78.78787878787878,60.526315789473685,2,2,1.0,31,80,14.0,49,11
p1,Adrian Menendez-Maceiras,259,136,1,0,64.1025641025641,66.0,57.14285714285714,15,4,0.0,42,91,14.0,49,10,p2,Pierre-Hugues Herbert,243,205,3,10,60.0,65.07936507936508,52.38095238095239,4,4,0.0,29,92,15.0,63,11
p1,Lukas Lacko,242,44,3,4,50.81967213114754,67.74193548387096,46.666666666666664,0,0,0.0,9,44,7.0,35,7,p2,Matthew Ebden,332,157,3,2,75.0,87.17948717948718,69.23076923076923,4,2,1.0,26,69,13.0,43,10
p1,Akira Santillan,247,151,5,3,58.82352941176471,72.0,42.857142857142854,6,3,0.0,37,88,13.0,51,10,p2,Bjorn Fratangelo,254,170,7,5,54.166666666666664,75.0,45.45454545454545,7,4,1.0,34,93,16.0,59,11
p1,Konstantin Kravchuk,247,152,10,8,48.23529411764706,78.04878048780488,47.72727272727273,9,4,0.0,37,90,14.0,53,10,p2,Peter Gojowczyk,234,146,5,6,44.44444444444444,70.0,50.0,9,4,0.0,32,85,14.0,53,10
p1,Frank Dancevic,234,32,1,2,59.57446808510638,71.42857142857143,42.10526315789473,1,0,0.0,7,35,5.0,28,5,p2,Dennis Novikov,328,199,9,2,53.333333333333336,91.66666666666666,76.19047619047619,4,3,0.0,19,57,12.0,38,9
p1,Victor Estrella Burgos,278,52,3,1,66.66666666666666,65.78947368421053,63.1578947368421,0,0,0.0,13,50,8.0,37,8,p2,Konstantin Kravchuk,311,158,5,1,59.25925925925925,84.375,63.63636363636363,3,2,0.0,20,61,12.0,41,10
p1,Reilly Opelka,282,31,16,5,51.724137931034484,68.88888888888889,59.523809523809526,0,0,0.0,9,65,10.0,56,10,p2,Lukas Lacko,332,100,13,3,52.54237288135594,90.32258064516128,78.57142857142857,5,1,1.0,31,81,13.0,50,11
p1,Tennys Sandgren,254,103,6,2,65.88235294117646,75.0,37.93103448275862,4,1,1.0,27,80,12.0,53,10,p2,Frank Dancevic,299,159,9,2,70.83333333333334,82.35294117647058,46.42857142857143,9,4,0.0,32,101,18.0,69,14
p1,Illya Marchenko,231,177,7,7,49.48453608247423,81.25,34.69387755102041,15,6,0.0,48,104,16.0,56,10,p2,Bjorn Fratangelo,218,173,3,8,60.37735849056604,62.5,42.857142857142854,9,5,1.0,41,99,14.0,58,8
p1,Rajeev Ram,195,107,2,5,44.44444444444444,60.0,44.0,5,1,0.0,24,47,5.0,23,4,p2,Matthew Ebden,267,190,2,6,59.09090909090909,71.7948717948718,51.85185185185185,9,4,0.0,22,64,12.0,42,8
p1,Thai-Son Kwiatkowski,180,189,5,4,57.14285714285714,56.25,33.33333333333333,4,3,0.0,17,43,6.0,26,3,p2,Peter Gojowczyk,258,252,9,3,66.66666666666666,75.0,43.75,8,6,0.0,30,61,12.0,31,6
p1,Austin Krajicek,306,95,9,1,75.78947368421053,77.77777777777779,56.52173913043478,4,1,1.0,34,103,16.0,69,14,p2,Sam Groth,295,144,23,13,56.25,84.12698412698413,51.02040816326531,3,2,1.0,26,104,19.0,78,16
p1,Taylor Fritz,188,146,3,5,50.877192982456144,65.51724137931035,28.57142857142857,4,2,0.0,18,45,6.0,27,4,p2,Tobias Kamke,260,231,2,5,60.37735849056604,78.125,47.61904761904761,7,5,0.0,30,65,12.0,35,7
p1,Mitchell Krueger,212,130,6,7,53.76344086021505,60.0,41.86046511627907,10,3,0.0,33,81,11.0,48,8,p2,Denis Kudla,259,186,3,4,60.67415730337079,70.37037037037037,51.42857142857142,13,6,0.0,45,101,17.0,56,11
p1,Stefan Kozlov,266,65,3,2,56.451612903225815,77.14285714285715,51.85185185185185,2,0,0.0,21,62,8.0,41,8,p2,Adrian Menendez-Maceiras,299,124,7,2,59.154929577464785,83.33333333333334,51.724137931034484,6,2,1.0,21,71,13.0,50,10
p1,Marco Chiudinelli,204,54,2,3,56.25,70.37037037037037,28.57142857142857,0,0,0.0,11,36,4.0,25,4,p2,Dennis Novikov,307,231,7,2,55.55555555555556,96.0,50.0,5,4,0.0,23,57,12.0,34,8
p1,Michael Mmoh,182,179,1,2,62.7906976744186,48.148148148148145,43.75,1,1,0.0,15,35,3.0,20,2,p2,Akira Santillan,285,250,4,2,63.26530612244898,77.41935483870968,55.55555555555556,7,5,0.0,23,57,12.0,34,7
p1,Ramkumar Ramanathan,231,125,3,5,61.53846153846154,64.28571428571429,42.857142857142854,12,3,0.0,42,93,12.0,51,9,p2,Matthew Ebden,265,170,6,6,64.54545454545455,66.19718309859155,53.84615384615385,12,5,0.0,40,108,17.0,68,12
p1,William Blumberg,237,60,6,2,55.769230769230774,58.620689655172406,52.17391304347826,3,0,0.0,18,47,6.0,29,6,p2,Sam Groth,293,182,7,8,54.09836065573771,78.78787878787878,60.71428571428571,5,3,0.0,23,66,12.0,43,9
p1,Andrew Whittington,291,101,9,6,66.33663366336634,76.11940298507463,52.94117647058824,3,1,0.0,28,97,15.0,69,14,p2,Frank Dancevic,292,97,3,1,59.375,78.94736842105263,58.97435897435898,5,1,1.0,32,100,16.0,68,14
p1,John-Patrick Smith,267,47,7,4,58.9041095890411,65.11627906976744,60.0,2,0,0.0,17,63,8.0,46,8,p2,Austin Krajicek,339,124,4,1,82.53968253968253,71.15384615384616,81.81818181818183,7,2,0.0,27,73,12.0,46,10
