Player1,winner_name,winner_serve_rating,winner_return_rating,winner_aces,winner_double_faults,winner_first_serve_percent,winner_win%_on_first_serve,winner_win%_on_second_serve,winner_break_points_faced,winner_break_points_converted,winner_tiebreaks_won,winner_return_points_won,winner_total_points_won,winner_games_won,winner_service_points_won,winner_service_games_won,Player2,loser_name,loser_serve_rating,loser_return_rating,loser_aces,loser_double_faults,loser_first_serve_percent,loser_win%_on_first_serve,loser_win%_on_second_serve,loser_break_points_faced,loser_break_points_converted,loser_tiebreaks_won,loser_return_points_won,loser_total_points_won,loser_games_won,loser_service_points_won,loser_service_games_won
p1,Mackenzie McDonald,278,180,9,1,64.76190476190476,73.52941176470588,48.64864864864865,5,4,1.0,42,110,19.0,68,14,p2,Stephane Robert,264,169,7,1,59.45945945945946,66.66666666666666,55.55555555555556,4,3,1.0,37,106,17.0,69,13
p1,Jaume Munar,315,180,3,2,62.745098039215684,87.5,63.1578947368421,5,3,0.0,24,64,13.0,40,10,p2,Bradley Mousley,240,50,3,1,58.333333333333336,85.71428571428571,24.0,0,0,0.0,11,47,7.0,36,7
p1,Dennis Novak,259,184,6,7,60.86956521739131,73.21428571428571,41.66666666666667,9,5,0.0,34,90,16.0,56,11,p2,Go Soeda,236,133,4,1,60.75949367088608,62.5,48.38709677419355,6,2,0.0,36,81,10.0,45,8
p1,Vaclav Safranek,314,193,8,1,58.06451612903226,72.22222222222221,76.92307692307693,2,2,1.0,19,65,13.0,46,10,p2,Andrea Collarini,275,51,8,4,64.28571428571429,72.22222222222221,55.00000000000001,1,0,0.0,16,53,8.0,37,8
p1,Mathias Bourgue,250,165,10,2,68.04123711340206,65.15151515151516,45.16129032258064,4,3,1.0,27,84,13.0,57,9,p2,Taylor Fritz,264,158,6,4,52.5,80.95238095238095,50.0,15,5,0.0,40,93,16.0,53,11
p1,Bjorn Fratangelo,324,167,5,0,64.0,71.875,83.33333333333334,7,3,0.0,28,66,12.0,38,9,p2,Zsombor Piros,247,45,7,1,63.63636363636363,69.04761904761905,37.5,1,0,0.0,12,50,7.0,38,7
p1,Vasek Pospisil,315,162,21,3,65.11627906976744,82.14285714285714,63.33333333333333,14,5,0.0,41,106,19.0,65,14,p2,Stefano Napolitano,249,134,10,3,68.31683168316832,69.56521739130434,37.5,3,2,1.0,21,81,13.0,60,10
p1,John-Patrick Smith,329,152,4,2,75.51020408163265,75.67567567567568,75.0,10,3,0.0,28,65,12.0,37,9,p2,Cameron Norrie,241,49,2,3,65.15151515151516,62.7906976744186,47.82608695652174,2,0,0.0,12,50,6.0,38,6
p1,Darian King,316,226,4,0,68.18181818181817,76.66666666666667,78.57142857142857,8,5,0.0,39,73,13.0,34,8,p2,Alexander Bublik,194,155,7,7,57.89473684210527,61.36363636363637,31.25,1,1,0.0,10,47,5.0,37,4
p1,Stefan Kozlov,262,157,3,4,53.0,71.69811320754717,57.446808510638306,4,3,1.0,26,91,17.0,65,13,p2,Yannick Hanfmann,290,132,9,1,64.63414634146342,69.81132075471697,65.51724137931035,7,3,0.0,35,91,16.0,56,13
p1,Ernesto Escobedo,297,172,4,4,66.07142857142857,78.37837837837837,52.63157894736842,6,3,0.0,18,57,12.0,39,9,p2,Alessandro Giannessi,249,69,3,0,68.88888888888889,64.51612903225806,50.0,2,0,0.0,17,44,5.0,27,5
p1,Ruben Bemelmans,298,130,3,2,65.93406593406593,80.0,58.06451612903226,7,3,0.0,31,97,18.0,66,15,p2,Viktor Galovic,283,101,10,2,62.76595744680851,72.88135593220339,57.14285714285714,3,1,0.0,25,88,15.0,63,14
p1,Yuki Bhambri,295,306,4,1,65.78947368421053,72.0,69.23076923076923,8,6,0.0,27,54,12.0,27,6,p2,Carlos Taberner,131,173,1,1,63.1578947368421,33.33333333333333,21.428571428571427,1,1,0.0,11,22,2.0,11,1
p1,Dustin Brown,267,125,7,8,53.50877192982456,70.49180327868852,58.490566037735846,5,2,1.0,35,109,16.0,74,13,p2,Di Wu,292,107,6,1,72.89719626168224,71.7948717948718,55.172413793103445,9,2,0.0,40,112,16.0,72,14
p1,Matteo Berrettini,329,106,4,1,67.6923076923077,77.27272727272727,80.95238095238095,4,1,1.0,22,73,13.0,51,11,p2,Hubert Hurkacz,291,42,4,0,68.11594202898551,74.46808510638297,54.54545454545454,2,0,0.0,14,61,9.0,47,9
p1,Jaume Munar,361,204,4,1,66.66666666666666,100.0,90.9090909090909,6,4,0.0,21,53,12.0,32,8,p2,Stefano Travaglia,202,9,4,5,40.0,72.22222222222221,40.74074074074074,0,0,0.0,1,25,4.0,24,4
p1,Quentin Halys,274,190,15,9,54.54545454545454,83.33333333333334,45.714285714285715,9,5,0.0,32,83,16.0,51,11,p2,Pedja Krstin,227,136,3,3,61.64383561643836,64.44444444444444,42.857142857142854,4,2,0.0,26,67,9.0,41,7
p1,Salvatore Caruso,286,144,5,2,71.11111111111111,62.5,65.38461538461539,14,4,0.0,41,98,15.0,57,11,p2,Norbert Gombos,247,110,6,7,64.35643564356435,66.15384615384615,47.22222222222222,9,2,0.0,33,93,12.0,60,10
p1,Casper Ruud,288,148,4,2,70.76923076923077,71.73913043478261,52.63157894736842,8,3,0.0,24,67,13.0,43,10,p2,Dmitry Popko,268,117,4,1,75.0,60.0,60.0,3,1,0.0,22,58,8.0,36,7
p1,Peter Polansky,308,188,1,2,65.95744680851064,90.32258064516128,62.5,7,4,0.0,26,64,13.0,38,9,p2,Christian Harrison,233,158,7,2,59.01639344262295,69.44444444444444,40.0,1,1,0.0,9,44,7.0,35,6
p1,Elias Ymer,330,137,16,2,71.91011235955057,79.6875,64.0,7,3,0.0,32,99,18.0,67,15,p2,Dennis Novikov,273,56,13,5,58.94736842105262,82.14285714285714,43.58974358974359,1,0,1.0,22,85,13.0,63,12
p1,Ramkumar Ramanathan,281,154,17,3,69.31818181818183,68.85245901639344,48.148148148148145,8,3,1.0,32,87,13.0,55,9,p2,Gleb Sakharov,251,141,5,3,66.26506024096386,74.54545454545455,35.714285714285715,5,2,0.0,33,84,10.0,51,8
p1,Bernard Tomic,287,168,10,2,66.3265306122449,72.3076923076923,54.54545454545454,12,5,1.0,53,118,19.0,65,13,p2,Tommy Paul,239,115,4,6,67.76859504132231,60.97560975609756,46.15384615384615,7,2,1.0,33,101,13.0,68,10
p1,Matthias Bachinger,307,152,8,2,62.295081967213115,86.8421052631579,52.17391304347826,3,2,0.0,18,63,12.0,45,10,p2,James Duckworth,272,61,5,2,53.57142857142857,73.33333333333333,61.53846153846154,2,0,0.0,16,54,8.0,38,8
p1,Andrea Collarini,318,117,15,3,62.37623762376238,80.95238095238095,63.1578947368421,6,2,0.0,35,110,18.0,75,16,p2,Federico Gaio,284,56,16,7,59.813084112149525,79.6875,48.837209302325576,4,0,1.0,26,98,14.0,72,13
p1,Alejandro Gonzalez,296,166,0,1,68.42105263157895,71.7948717948718,66.66666666666666,6,3,0.0,25,65,12.0,40,9,p2,Calvin Hemery,238,96,4,5,56.451612903225815,68.57142857142857,48.148148148148145,4,1,0.0,17,54,7.0,37,6
p1,Kevin King,279,199,9,5,71.7948717948718,76.78571428571429,36.36363636363637,4,3,1.0,28,79,13.0,51,9,p2,Zdenek Kolar,221,117,3,6,49.18032786885246,76.66666666666667,32.25806451612903,5,1,0.0,27,60,7.0,33,6
p1,Denis Kudla,269,184,5,4,53.84615384615385,74.28571428571429,50.0,8,4,0.0,27,68,13.0,41,9,p2,Tobias Kamke,236,111,5,1,66.10169491525424,56.41025641025641,50.0,4,1,0.0,24,56,7.0,32,6
p1,Duckhee Lee,277,104,4,5,58.4070796460177,75.75757575757575,51.06382978723404,8,2,1.0,37,111,17.0,74,14,p2,Frank Dancevic,278,90,12,4,50.0,78.18181818181819,54.54545454545454,9,1,0.0,39,112,15.0,73,14
p1,Mackenzie McDonald,306,258,9,2,64.44444444444444,96.55172413793103,37.5,4,4,0.0,20,54,12.0,34,8,p2,Jozef Kovalik,202,66,2,2,60.0,66.66666666666666,25.0,0,0,0.0,11,31,4.0,20,4
p1,Bradley Mousley,280,161,20,7,58.42696629213483,69.23076923076923,59.45945945945946,8,4,0.0,32,90,17.0,58,13,p2,Ricardo Ojeda Lara,259,190,3,3,71.26436781609196,70.96774193548387,44.0,3,3,0.0,31,86,14.0,55,11
p1,Dennis Novak,316,127,17,4,64.76190476190476,83.82352941176471,54.054054054054056,5,2,0.0,31,108,19.0,77,17,p2,Danilo Petrovic,285,62,4,4,72.54901960784314,78.37837837837837,46.42857142857143,3,0,1.0,28,99,16.0,71,15
p1,Stephane Robert,258,181,10,5,45.45454545454545,83.33333333333334,50.0,12,5,0.0,41,84,14.0,43,9,p2,Karim-Mohamed Maamoun,226,167,5,4,64.77272727272727,59.64912280701754,41.935483870967744,4,3,0.0,23,70,10.0,47,7
p1,Vaclav Safranek,290,196,5,2,67.24137931034483,74.35897435897436,57.89473684210527,10,4,0.0,25,65,12.0,40,8,p2,Andrew Whittington,206,112,6,4,60.37735849056604,75.0,19.047619047619047,3,1,0.0,18,46,5.0,28,4
p1,Go Soeda,265,274,5,2,54.71698113207547,75.86206896551724,45.83333333333333,8,6,0.0,29,62,12.0,33,6,p2,Alexey Vatutin,151,125,0,3,53.191489361702125,40.0,36.36363636363637,3,1,0.0,20,38,3.0,18,2
p1,Lorenzo Sonego,319,94,6,1,64.61538461538461,78.57142857142857,69.56521739130434,8,1,1.0,28,77,13.0,49,11,p2,Mohamed Safwat,288,51,1,0,67.56756756756756,57.99999999999999,70.83333333333334,0,0,0.0,16,62,9.0,46,9
p1,Taylor Fritz,278,108,9,3,58.87850467289719,69.84126984126983,56.81818181818182,8,2,1.0,36,105,16.0,69,13,p2,Sam Groth,275,115,14,7,52.42718446601942,75.92592592592592,53.06122448979592,7,2,0.0,38,105,16.0,67,14
p1,Danilo Petrovic,285,149,6,0,77.61194029850746,73.07692307692307,46.666666666666664,8,3,1.0,27,72,13.0,45,9,p2,Nicolas Mahut,253,165,4,1,60.86956521739131,66.66666666666666,51.85185185185185,3,2,0.0,22,64,9.0,42,7
p1,Bradley Mousley,336,129,11,1,79.3103448275862,80.43478260869566,66.66666666666666,6,2,1.0,26,71,13.0,45,10,p2,Marco Cecchinato,278,53,1,1,74.64788732394366,66.0377358490566,55.55555555555556,0,0,0.0,13,58,9.0,45,9
p1,Bjorn Fratangelo,279,195,6,2,65.33333333333333,71.42857142857143,57.692307692307686,4,3,1.0,30,80,13.0,50,9,p2,Mitchell Krueger,250,114,3,1,68.11594202898551,59.57446808510638,50.0,8,2,0.0,25,64,9.0,39,7
p1,Vasek Pospisil,331,107,12,0,70.4225352112676,78.0,71.42857142857143,3,1,1.0,24,78,14.0,54,12,p2,Lorenzo Giustino,296,51,8,1,64.0,70.83333333333334,62.96296296296296,1,0,0.0,17,68,11.0,51,11
p1,Cameron Norrie,286,164,3,2,67.77777777777779,70.49180327868852,55.172413793103445,11,5,0.0,42,101,18.0,59,13,p2,Filip Peliwo,256,93,7,3,72.44897959183673,57.74647887323944,55.55555555555556,9,1,1.0,31,87,12.0,56,10
p1,Denis Kudla,287,181,8,1,55.00000000000001,75.75757575757575,59.25925925925925,7,4,0.0,29,70,13.0,41,9,p2,Roberto Carballes Baena,234,100,6,7,60.0,69.04761904761905,42.857142857142854,4,1,0.0,19,60,8.0,41,7
p1,Jozef Kovalik,275,234,2,4,59.09090909090909,80.76923076923077,50.0,8,5,0.0,29,59,12.0,30,7,p2,Gastao Elias,184,131,5,1,51.85185185185185,64.28571428571429,26.923076923076923,2,1,0.0,14,39,4.0,25,3
p1,Alexander Bublik,258,139,17,9,65.06024096385542,81.48148148148148,27.586206896551722,11,3,0.0,36,88,13.0,52,10,p2,Goncalo Oliveira,256,144,1,5,72.22222222222221,64.61538461538461,48.0,10,3,0.0,31,85,12.0,54,9
p1,Yannick Hanfmann,313,135,5,0,73.23943661971832,76.92307692307693,57.89473684210527,6,2,1.0,27,78,13.0,51,10,p2,Evan King,265,65,4,2,65.67164179104478,59.09090909090909,60.86956521739131,4,0,0.0,20,60,7.0,40,7
p1,Ernesto Escobedo,269,222,2,4,50.98039215686274,73.07692307692307,60.0,11,5,0.0,27,61,12.0,34,7,p2,Pablo Andujar,179,104,1,2,57.99999999999999,65.51724137931035,19.047619047619047,4,1,0.0,17,40,4.0,23,3
p1,Lorenzo Sonego,318,127,5,1,68.33333333333333,82.92682926829268,63.1578947368421,10,2,0.0,35,81,13.0,46,11,p2,Thiago Monteiro,253,54,2,5,63.2183908045977,69.0909090909091,43.75,0,0,0.0,14,66,8.0,52,8
p1,Ruben Bemelmans,263,172,7,4,61.458333333333336,72.88135593220339,54.054054054054056,12,6,0.0,53,116,19.0,63,13,p2,Kamil Majchrzak,239,163,7,1,55.73770491803278,63.23529411764706,48.148148148148145,8,5,0.0,33,102,17.0,69,12
p1,Federico Gaio,285,192,4,2,53.70370370370371,68.96551724137932,72.0,8,4,0.0,33,71,12.0,38,8,p2,Henri Laaksonen,231,103,8,2,66.66666666666666,58.69565217391305,39.130434782608695,3,1,0.0,16,52,7.0,36,6
p1,Yuki Bhambri,258,211,0,2,75.60975609756098,67.74193548387096,40.0,3,3,0.0,26,76,13.0,50,10,p2,Brayden Schnur,265,153,8,1,69.86301369863014,76.47058823529412,36.36363636363637,8,3,0.0,32,79,13.0,47,10
p1,Matthias Bachinger,270,137,6,1,65.45454545454545,69.44444444444444,50.0,8,3,1.0,34,103,17.0,69,13,p2,Sergiy Stakhovsky,270,126,8,2,63.1578947368421,75.0,45.714285714285715,11,3,0.0,41,102,15.0,61,12
p1,Dustin Brown,284,143,14,3,61.855670103092784,71.66666666666667,54.054054054054056,7,3,0.0,29,92,15.0,63,12,p2,Guido Andreozzi,273,103,7,3,69.62025316455697,65.45454545454545,58.333333333333336,13,2,0.0,34,84,12.0,50,10
p1,Frank Dancevic,293,153,14,1,66.97247706422019,68.4931506849315,63.888888888888886,3,2,1.0,27,100,16.0,73,13,p2,Adrian Menendez-Maceiras,288,119,16,2,60.91954022988506,86.79245283018868,41.17647058823529,9,3,0.0,36,96,15.0,60,12
p1,Alejandro Gonzalez,291,150,2,1,66.66666666666666,76.19047619047619,57.14285714285714,9,3,1.0,32,76,13.0,44,9,p2,Mirza Basic,241,110,1,2,58.666666666666664,61.36363636363637,51.61290322580645,3,1,0.0,19,62,8.0,43,7
p1,Matteo Berrettini,275,141,15,1,59.84251968503938,71.05263157894737,49.01960784313725,10,4,1.0,46,125,18.0,79,13,p2,Liam Broady,253,128,3,5,56.779661016949156,61.19402985074627,60.78431372549019,10,3,0.0,48,120,16.0,72,13
p1,Stefano Travaglia,298,116,13,3,50.0,85.71428571428571,59.183673469387756,13,3,0.0,35,106,18.0,71,15,p2,Nikola Milojevic,272,86,6,2,62.37623762376238,74.60317460317461,50.0,4,1,1.0,27,93,15.0,66,13
p1,Quentin Halys,292,142,17,5,57.14285714285714,85.71428571428571,50.0,7,3,1.0,42,111,18.0,69,14,p2,Marco Trungelliti,260,126,4,4,59.63302752293578,69.23076923076923,50.0,4,2,0.0,29,96,15.0,67,13
p1,Go Soeda,265,171,5,3,57.35294117647059,74.35897435897436,51.724137931034484,9,4,1.0,32,76,13.0,44,8,p2,Oscar Otte,246,134,9,3,67.53246753246754,65.38461538461539,44.0,5,2,0.0,24,69,9.0,45,7
p1,Norbert Gombos,300,110,10,4,65.76576576576578,79.45205479452055,55.26315789473685,6,2,1.0,36,115,19.0,79,16,p2,Maverick Banes,287,88,3,1,63.1578947368421,72.22222222222221,61.904761904761905,6,1,1.0,32,110,17.0,78,15
p1,Casper Ruud,315,140,10,1,70.37037037037037,77.19298245614034,66.66666666666666,13,3,0.0,38,98,16.0,60,13,p2,Tatsuma Ito,255,76,7,1,67.3913043478261,69.35483870967742,36.666666666666664,8,1,0.0,21,75,11.0,54,10
p1,Peter Polansky,271,166,12,3,66.21621621621621,71.42857142857143,44.0,6,3,1.0,32,78,13.0,46,9,p2,Joao Domingues,257,136,7,1,68.0,60.78431372549019,50.0,6,2,0.0,28,71,10.0,43,8
p1,Elias Ymer,299,191,8,1,67.74193548387096,78.57142857142857,55.00000000000001,5,3,1.0,29,73,13.0,44,9,p2,Kenny De Schepper,239,126,3,5,71.64179104477611,66.66666666666666,31.57894736842105,2,1,0.0,18,56,8.0,38,7
p1,Ramkumar Ramanathan,302,141,9,0,61.165048543689316,76.19047619047619,62.5,8,3,1.0,38,111,19.0,73,15,p2,Bradley Klahn,267,118,5,5,70.75471698113208,73.33333333333333,41.935483870967744,2,1,1.0,30,98,15.0,68,13
p1,Bernard Tomic,338,226,3,0,65.78947368421053,84.0,84.61538461538461,6,4,0.0,23,55,12.0,32,8,p2,Vincent Millot,208,31,1,1,67.3913043478261,58.06451612903226,33.33333333333333,0,0,0.0,6,29,4.0,23,4
p1,Stephane Robert,291,157,8,1,65.21739130434783,73.33333333333333,62.5,8,3,1.0,44,92,14.0,48,10,p2,Sebastian Ofner,251,131,6,0,63.63636363636363,61.904761904761905,44.44444444444444,4,2,0.0,21,76,11.0,55,9
p1,Kevin King,343,149,10,1,75.47169811320755,90.0,69.23076923076923,4,2,1.0,26,71,13.0,45,10,p2,Uladzimir Ignatik,265,41,4,0,58.82352941176471,67.5,53.57142857142857,0,0,0.0,8,50,8.0,42,8
p1,Vaclav Safranek,300,146,5,1,70.76923076923077,71.73913043478261,63.1578947368421,13,3,1.0,42,87,13.0,45,9,p2,Renzo Olivo,236,175,3,4,60.0,64.91228070175438,42.10526315789473,1,1,0.0,20,73,8.0,53,7
p1,Mathias Bourgue,299,130,9,1,63.51351351351351,63.829787234042556,77.77777777777779,12,3,0.0,35,86,15.0,51,12,p2,Arthur De Greef,276,122,13,4,72.63157894736842,69.56521739130434,46.15384615384615,4,2,0.0,23,83,13.0,60,11
p1,Salvatore Caruso,298,153,5,0,54.385964912280706,74.19354838709677,65.38461538461539,9,3,0.0,24,64,12.0,40,9,p2,Cem Ilkel,238,61,6,1,54.385964912280706,70.96774193548387,42.30769230769231,3,0,0.0,17,50,6.0,33,6
p1,Andrea Collarini,312,137,10,3,70.65217391304348,75.38461538461539,59.25925925925925,9,3,0.0,37,102,18.0,65,15,p2,Joao Souza,270,66,9,1,66.3265306122449,70.76923076923077,45.45454545454545,1,0,1.0,27,88,13.0,61,12
p1,James Duckworth,310,184,12,1,67.24137931034483,74.35897435897436,57.89473684210527,5,3,0.0,25,65,12.0,40,9,p2,Omar Jasika,242,68,2,2,67.24137931034483,61.53846153846154,47.368421052631575,1,0,0.0,18,51,6.0,33,6
p1,Viktor Galovic,300,131,18,2,67.3076923076923,77.14285714285715,52.94117647058824,4,2,1.0,33,105,17.0,72,14,p2,Miomir Kecmanovic,286,115,6,1,63.46153846153846,75.75757575757575,55.26315789473685,6,2,0.0,32,103,16.0,71,14
p1,Alessandro Giannessi,246,174,2,3,63.366336633663366,60.9375,56.75675675675676,10,5,1.0,43,103,16.0,60,10,p2,Sumit Nagal,239,165,3,3,63.63636363636363,61.904761904761905,47.22222222222222,10,5,0.0,41,97,15.0,56,10
p1,Christian Harrison,319,73,8,0,67.77777777777779,73.77049180327869,68.96551724137932,0,0,2.0,26,91,14.0,65,12,p2,Reilly Opelka,303,57,14,2,64.19753086419753,78.84615384615384,48.275862068965516,9,0,0.0,25,80,12.0,55,12
p1,Calvin Hemery,289,158,5,4,50.0,75.86206896551724,72.41379310344827,8,3,0.0,37,80,13.0,43,10,p2,Tomislav Brkic,241,111,9,4,57.14285714285714,70.83333333333334,36.11111111111111,2,1,0.0,15,62,9.0,47,8
p1,Hubert Hurkacz,294,175,4,0,64.86486486486487,66.66666666666666,73.07692307692307,4,3,0.0,27,78,15.0,51,12,p2,Teymuraz Gabashvili,258,141,2,0,56.94444444444444,68.29268292682927,54.83870967741935,3,2,0.0,23,68,12.0,45,10
p1,Tobias Kamke,293,176,3,3,65.15151515151516,79.06976744186046,65.21739130434783,13,5,0.0,38,87,16.0,49,11,p2,Prajnesh Gunneswaran,224,111,4,1,60.24096385542169,64.0,39.39393939393939,5,2,0.0,17,62,9.0,45,7
p1,Darian King,234,220,3,1,64.70588235294117,61.36363636363637,45.83333333333333,12,6,1.0,33,71,13.0,38,6,p2,Marc Polmans,195,233,2,2,64.61538461538461,59.523809523809526,30.434782608695656,4,4,0.0,30,62,8.0,32,4
p1,Zdenek Kolar,264,124,5,9,47.61904761904761,80.0,50.0,5,2,1.0,20,74,13.0,54,10,p2,Yasutaka Uchiyama,278,96,3,1,60.9375,74.35897435897436,60.0,6,1,0.0,30,74,10.0,44,9
p1,Stefan Kozlov,241,133,2,8,64.46280991735537,64.1025641025641,48.837209302325576,16,4,2.0,62,133,18.0,71,12,p2,Blake Ellis,242,152,10,8,48.63013698630137,70.4225352112676,45.33333333333333,14,5,0.0,50,134,18.0,84,13
p1,Pedja Krstin,256,131,0,10,55.172413793103445,75.0,56.41025641025641,12,3,1.0,40,98,16.0,58,12,p2,Adam Pavlasek,272,164,12,1,67.0,65.67164179104478,48.484848484848484,4,3,0.0,29,89,15.0,60,12
p1,Duckhee Lee,272,129,6,2,54.87804878048781,82.22222222222221,45.94594594594595,15,3,0.0,43,97,15.0,54,12,p2,Ze Zhang,255,136,9,5,61.32075471698113,67.6923076923077,46.34146341463415,4,2,0.0,28,91,12.0,63,10
p1,Karim-Mohamed Maamoun,293,151,3,2,70.65217391304348,70.76923076923077,62.96296296296296,12,4,0.0,37,100,18.0,63,14,p2,Marcelo Arevalo,256,145,9,5,70.2127659574468,71.21212121212122,35.714285714285715,3,2,0.0,29,86,14.0,57,12
p1,Mackenzie McDonald,289,317,4,1,58.139534883720934,84.0,44.44444444444444,5,5,0.0,22,51,12.0,29,7,p2,Noah Rubin,147,72,1,1,64.70588235294117,40.909090909090914,25.0,0,0,0.0,14,26,1.0,12,1
p1,Jaume Munar,306,183,6,1,62.7906976744186,81.48148148148148,68.75,9,4,0.0,28,61,12.0,33,8,p2,Andrea Arnaboldi,207,161,0,4,50.847457627118644,53.333333333333336,51.724137931034484,1,1,0.0,10,41,6.0,31,5
p1,Stefano Napolitano,280,143,11,4,56.03448275862068,72.3076923076923,52.94117647058824,8,3,1.0,45,119,17.0,74,13,p2,Alexander Sarkissian,251,102,8,6,55.35714285714286,74.19354838709677,42.0,5,1,1.0,42,109,13.0,67,11
p1,Dennis Novak,298,108,7,1,65.625,74.60317460317461,63.63636363636363,14,2,1.0,44,112,17.0,68,14,p2,Ilya Ivashka,276,113,6,4,68.85245901639344,72.61904761904762,44.73684210526316,5,2,0.0,28,106,16.0,78,14
p1,Dennis Novikov,283,173,12,4,56.25,80.55555555555556,57.14285714285714,5,3,1.0,24,69,13.0,45,9,p2,Marinko Matosevic,258,113,6,1,64.51612903225806,67.5,50.0,6,2,0.0,19,57,9.0,38,7
p1,Ricardo Ojeda Lara,287,86,0,6,72.82608695652173,79.1044776119403,48.0,9,1,1.0,30,95,16.0,65,14,p2,Luca Vanni,303,129,18,4,65.34653465346535,81.81818181818183,48.57142857142857,2,1,0.0,27,98,15.0,71,14
p1,Tommy Paul,286,125,2,1,64.0,71.25,62.22222222222222,5,2,2.0,44,129,20.0,85,16,p2,Blaz Rola,281,100,10,5,62.01550387596899,75.0,51.02040816326531,9,2,1.0,40,125,19.0,85,16
p1,Zsombor Piros,239,162,5,9,54.91803278688525,73.13432835820896,41.81818181818181,13,5,1.0,49,121,17.0,72,11,p2,Facundo Bagnis,239,136,9,7,62.06896551724138,68.05555555555556,40.909090909090914,16,4,0.0,50,117,14.0,67,10
p1,Dmitry Popko,279,144,3,2,67.64705882352942,69.56521739130434,59.09090909090909,10,3,1.0,30,75,13.0,45,9,p2,Max Purcell,250,189,6,1,60.256410256410255,80.85106382978722,32.25806451612903,2,2,0.0,23,71,10.0,48,8
p1,Mohamed Safwat,278,202,5,2,66.0377358490566,77.14285714285715,44.44444444444444,5,4,0.0,27,62,12.0,35,8,p2,Jurgen Zopp,243,123,1,3,67.1875,55.81395348837209,61.904761904761905,3,1,0.0,18,55,7.0,37,6
p1,Gleb Sakharov,265,162,3,0,55.55555555555556,77.5,46.875,6,3,1.0,29,75,13.0,46,9,p2,Edan Leshem,245,161,2,3,59.154929577464785,66.66666666666666,48.275862068965516,3,2,0.0,26,68,10.0,42,8
p1,John-Patrick Smith,314,199,8,1,70.45454545454545,79.03225806451613,65.38461538461539,4,4,0.0,31,97,18.0,66,14,p2,Aldin Setkic,270,76,4,2,68.23529411764706,62.06896551724138,66.66666666666666,7,1,1.0,22,76,12.0,54,10
p1,Carlos Taberner,265,161,5,3,69.6078431372549,67.6056338028169,45.16129032258064,10,5,0.0,36,98,17.0,62,12,p2,Joao Monteiro,264,167,8,1,68.08510638297872,62.5,60.0,5,3,0.0,40,98,13.0,58,10
p1,Alexey Vatutin,221,217,2,5,68.18181818181817,70.0,25.0,24,9,0.0,63,112,17.0,49,8,p2,Jason Jung,191,185,1,2,72.03389830508475,51.76470588235295,33.33333333333333,12,5,0.0,39,94,10.0,55,5
p1,Andrew Whittington,277,220,7,3,73.21428571428571,75.60975609756098,46.666666666666664,7,5,1.0,29,67,13.0,38,7,p2,Michael Mmoh,196,149,1,3,47.368421052631575,74.07407407407408,26.666666666666668,4,2,0.0,18,46,7.0,28,5
p1,Di Wu,272,189,2,0,75.75757575757575,70.0,43.75,10,4,1.0,37,79,13.0,42,8,p2,Dayne Kelly,203,156,1,5,56.94444444444444,56.09756097560976,38.70967741935484,4,2,0.0,24,59,7.0,35,5
p1,Lucas Pouille,319,94,10,1,66.19718309859155,76.59574468085107,66.66666666666666,6,1,1.0,22,74,13.0,52,11,p2,Richard Gasquet,287,56,4,1,62.31884057971014,74.4186046511628,57.692307692307686,0,0,0.0,19,66,10.0,47,10
p1,Richard Gasquet,261,134,8,2,58.333333333333336,78.57142857142857,43.333333333333336,8,3,0.0,30,76,12.0,46,9,p2,David Goffin,259,178,5,0,50.602409638554214,64.28571428571429,63.41463414634146,4,3,0.0,26,79,13.0,53,10
p1,Lucas Pouille,216,134,3,4,47.16981132075472,72.0,35.714285714285715,2,1,0.0,17,45,1.0,28,5,p2,Jo-Wilfried Tsonga,288,179,10,0,62.96296296296296,82.35294117647058,45.0,6,3,0.0,25,62,6.0,37,8
p1,David Goffin,307,121,8,3,62.71186440677966,83.78378378378379,54.54545454545454,11,2,0.0,24,67,12.0,43,10,p2,Karen Khachanov,273,61,12,2,64.70588235294117,79.54545454545455,37.5,0,0,0.0,16,60,8.0,44,8
p1,Lucas Pouille,275,240,5,3,54.385964912280706,80.64516129032258,50.0,4,4,0.0,19,57,12.0,38,8,p2,Benoit Paire,204,113,4,3,42.5,70.58823529411765,39.130434782608695,3,1,0.0,19,40,5.0,21,4
p1,Jo-Wilfried Tsonga,290,131,13,1,56.79012345679012,73.91304347826086,57.14285714285714,9,2,1.0,38,92,13.0,54,10,p2,Andrey Rublev,244,98,4,11,61.111111111111114,69.0909090909091,40.0,5,1,0.0,27,79,10.0,52,9
p1,Richard Gasquet,261,236,2,2,63.76811594202898,63.63636363636363,56.00000000000001,7,5,0.0,28,70,12.0,42,7,p2,Damir Dzumhur,200,135,3,2,65.45454545454545,58.333333333333336,31.57894736842105,6,2,0.0,27,54,6.0,27,4
p1,David Goffin,244,226,7,1,67.85714285714286,71.05263157894737,33.33333333333333,12,6,0.0,37,70,12.0,33,6,p2,Gilles Simon,181,179,3,1,55.88235294117647,52.63157894736842,36.666666666666664,6,3,0.0,23,54,6.0,31,3
p1,Lucas Pouille,322,234,5,1,58.97435897435898,95.65217391304348,62.5,6,4,0.0,26,58,12.0,32,8,p2,Carlos Taberner,186,42,0,3,57.14285714285714,60.71428571428571,28.57142857142857,0,0,0.0,7,30,3.0,23,3
